\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 35512.385 7360 0 0.222 0.245 0.196 31208.305 31260.409 31197.244 NA NA NA
cuts_long_ml_r1 20 2 4 0.7357 1 1.001 0 31208.305 31328.433 31264.885 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 35504.61 7357 0 0.222 0.245 0.196 31206.53 31266.449 31193.809 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r2 16 1211.387 8 0 0.823 0.734 0.224 32389.672 32485.774 32434.936 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r2 20 5.136 4 0.2737 1 0.999 0.01 31191.421 31311.548 31248 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 35753.895 7364 0 0.204 0.229 0.196 31861.225 31902.907 31852.375 NA NA NA
msst_long_ml_r3 16 1204.787 8 0 0.829 0.743 0.223 31857.015 31953.112 31902.273 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 34545.661 7360 0 0.238 0.261 0.192 30660.991 30713.094 30649.929 NA NA NA
cuts_long_ml_r3 20 0.762 4 0.9434 1 1.001 0 30660.991 30781.111 30717.564 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 34545.523 7357 0 0.238 0.26 0.192 30666.853 30726.772 30654.132 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r4 16 1387.48 8 0 0.786 0.679 0.24 32525.601 32621.703 32570.865 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 20 35132.299 7360 0 0.23 0.253 0.194 31150.501 31202.605 31139.44 NA NA NA
cuts_long_ml_r4 20 4.38 4 0.357 1 1 0.006 31150.501 31270.629 31207.081 NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 35129.88 7357 0 0.23 0.253 0.194 31154.082 31214.001 31141.362 NA NA NA
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 16 37397.273 7364 0 0.186 0.211 0.202 32430.876 32472.559 32422.027 NA NA NA
msst_long_ml_r5 16 1364.464 8 0 0.785 0.678 0.238 32425.871 32521.967 32471.129 NA NA NA
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 20 36033.846 7360 0 0.223 0.246 0.197 31075.449 31127.553 31064.387 NA NA NA
cuts_long_ml_r5 20 6.042 4 0.196 1 0.999 0.013 31075.449 31195.57 31132.022 NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r5 23 36028.443 7357 0 0.223 0.246 0.197 31076.046 31135.965 31063.325 NA NA NA
