ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 15697.838 15.548 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 15542.181 122.674 0.36
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 15372.284 19.179 0.012
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 15079.602 308.389 0.094
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 15049.792 21.549 0.831
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 12867.498 1472.494 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 15687.922 15.985 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 15495.219 121.485 0.25
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 15313.076 18.812 0.001
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 14991.515 315.28 0.251
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 15044.288 21.657 0.425
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 12829.798 1486.752 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 15518.941 15.952 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 15316.752 122.995 0.157
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 15066.801 18.724 0.004
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 14710.982 325.88 0.089
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 14810.021 22.149 0.499
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 12509.178 1502.608 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 15459.254 15.837 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 15279.577 123.018 0.491
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 15090.391 19.181 0
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 14775.111 313.392 0.207
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 14845.199 21.795 0.361
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 12667.033 1490.34 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
