\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 11660.495 16.018 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 11494.788 116.324 0.566
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 11305.065 19.569 0.412
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 10978.161 325.222 0.551
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 11311.261 22.205 0.389
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 9647.669 1124.095 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 11780.055 16.082 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 11618.473 117.582 0.474
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 11310.738 19.841 0.876
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 10949.613 334.906 0.456
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 11315.935 22.344 0.861
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 9567.693 1139.456 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 11806.368 16.052 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 11642.172 116.817 0.518
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 11394.585 20.07 0.266
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 11049.978 330.436 0.582
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 11399.53 22.062 0.239
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 9572.921 1146.19 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 11633.23 126.849 0.55
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 11264.489 19.791 0.319
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 10902.104 336.17 0.515
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 11269.212 22.347 0.311
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 9622.599 1129.862 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
