ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 14030.382 15.752 0.681
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 13796.944 127.751 0.457
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 14037.803 16.88 0.645
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 13803.548 150.457 0.445
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 14041.785 17.804 0.659
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 12653.034 1231.701 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 13986.005 16.414 0.717
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 13714.541 127.257 0.534
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 13990.733 17.631 0.699
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 13723.723 165.235 0.518
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 13995.019 18.702 0.691
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 12519.471 1263.058 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 13920.209 15.928 0.469
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 13661.879 126.343 0.45
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 13927.49 17.437 0.442
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 13672.883 154.424 0.394
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 13927.735 17.6 0.432
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 12502.826 1248.006 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 13859.529 15.84 0.838
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 13596.074 128.669 0.493
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 13866.086 17.208 0.819
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 13602.648 157.024 0.478
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 13867.591 18.105 0.831
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 12510.931 1237.905 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
