ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 2844.324 1874 0 0.847 0.855 0.072 17042.926 17084.609 17034.077 NA NA NA
msst_long_ml_r1 16 120.247 8 0 0.976 0.964 0.097 17042.05 17127.061 17076.234 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 2441.542 1867 0 0.909 0.914 0.055 16654.143 16714.062 16641.423 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 2894.661 1874 0 0.835 0.844 0.074 17168.94 17210.623 17160.091 NA NA NA
msst_long_ml_r2 16 117.712 8 0 0.977 0.965 0.096 17167.975 17252.986 17202.159 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 2516.953 1867 0 0.895 0.901 0.059 16805.233 16865.152 16792.512 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 2603.614 1874 0 0.875 0.882 0.062 17198.476 17240.159 17189.627 NA NA NA
msst_long_ml_r3 16 182.025 8 0 0.963 0.944 0.12 17197.31 17282.321 17231.494 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 2427.559 1870 0 0.904 0.909 0.055 17030.42 17082.523 17019.358 NA NA NA
cuts_long_ml_r3 20 7.135 4 0.1289 0.999 0.998 0.023 17030.42 17136.684 17073.15 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 2180.512 1867 0 0.946 0.949 0.041 16789.374 16849.293 16776.653 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 2803.87 1874 0 0.845 0.853 0.07 17309.615 17351.298 17300.766 NA NA NA
msst_long_ml_r4 16 206.05 8 0 0.958 0.937 0.128 17308.738 17393.749 17342.922 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 2354.976 1867 0 0.918 0.923 0.051 16874.722 16934.641 16862.001 NA NA NA
