\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 1492.543 844 0 0.775 0.792 0.088 11132.836 11174.519 11123.987 NA NA NA
msst_long_ml_r1 16 328.918 8 0 0.849 0.773 0.2 11132.372 11210.896 11160.08 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 1166.921 840 0 0.886 0.895 0.062 10815.214 10867.318 10804.153 NA NA NA
cuts_long_ml_r1 20 3.76 4 0.4394 1 1 0 10815.214 10913.369 10849.848 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 1163.354 837 0 0.887 0.894 0.062 10817.648 10877.567 10804.927 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 1457.104 844 0 0.791 0.807 0.085 11041.919 11083.602 11033.07 NA NA NA
msst_long_ml_r2 16 254.638 8 0 0.887 0.831 0.176 11041.331 11119.855 11069.038 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 1205.935 840 0 0.875 0.884 0.066 10798.75 10850.854 10787.689 NA NA NA
cuts_long_ml_r2 20 4.057 4 0.3983 1 1 0.004 10798.75 10896.905 10833.384 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 1203.211 837 0 0.875 0.884 0.066 10802.026 10861.945 10789.306 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 1447.285 844 0 0.797 0.812 0.085 10912.076 10953.759 10903.227 NA NA NA
msst_long_ml_r3 16 263.4 8 0 0.888 0.833 0.179 10911.585 10990.093 10939.276 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 1185.396 840 0 0.884 0.892 0.064 10658.188 10710.291 10647.126 NA NA NA
cuts_long_ml_r3 20 2.003 4 0.7352 1 1.003 0 10658.188 10756.323 10692.802 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 1183.817 837 0 0.883 0.891 0.064 10662.608 10722.527 10649.887 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 20 1238.694 840 0 0.874 0.883 0.069 10449.065 10501.168 10438.003 NA NA NA
cuts_long_ml_r4 20 4.882 4 0.2997 1 0.999 0.015 10449.065 10547.22 10483.699 NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 1233.292 837 0 0.875 0.884 0.069 10449.663 10509.582 10436.943 NA NA NA
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 16 1526.78 844 0 0.784 0.801 0.09 10952.334 10994.016 10943.484 NA NA NA
msst_long_ml_r5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 20 1276.282 840 0 0.862 0.872 0.072 10709.835 10761.939 10698.774 NA NA NA
cuts_long_ml_r5 20 6.98 4 0.1369 0.999 0.996 0.027 10709.836 10807.991 10744.47 NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r5 23 1273.615 837 0 0.862 0.872 0.072 10713.169 10773.088 10700.448 NA NA NA
tso_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r6 16 1436.751 844 0 0.778 0.795 0.084 10743.248 10784.931 10734.399 NA NA NA
msst_long_ml_r6 16 245.866 8 0 0.885 0.828 0.172 10742.751 10821.275 10770.458 NA NA NA
msst_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r6 20 1196.106 840 0 0.867 0.876 0.065 10510.603 10562.706 10499.541 NA NA NA
cuts_long_ml_r6 20 5.718 4 0.2212 0.999 0.998 0.021 10510.603 10608.758 10545.237 NA NA NA
cuts_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r6 23 1190.562 837 0 0.868 0.877 0.065 10511.059 10570.978 10498.338 NA NA NA
tso_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r7 16 1440.962 844 0 0.795 0.81 0.084 10806.491 10848.174 10797.642 NA NA NA
msst_long_ml_r7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r7 20 1250.232 840 0 0.859 0.869 0.07 10623.761 10675.865 10612.7 NA NA NA
cuts_long_ml_r7 20 2.699 4 0.6094 1 1.002 0 10623.761 10721.916 10658.395 NA NA NA
cuts_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r7 23 1245.447 837 0 0.859 0.869 0.07 10624.976 10684.895 10612.255 NA NA NA
tso_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r8 16 1532.696 844 0 0.788 0.804 0.09 10882.682 10924.365 10873.833 NA NA NA
msst_long_ml_r8 16 276.653 8 0 0.89 0.835 0.183 10882.045 10960.569 10909.752 NA NA NA
msst_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r8 20 1258.317 840 0 0.871 0.88 0.071 10616.302 10668.406 10605.241 NA NA NA
cuts_long_ml_r8 20 2.911 4 0.5729 1 1.001 0 10616.302 10714.458 10650.936 NA NA NA
cuts_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r8 23 1254.816 837 0 0.871 0.88 0.071 10618.801 10678.72 10606.081 NA NA NA
tso_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r9 20 1416.489 840 0 0.805 0.819 0.083 10457.273 10509.376 10446.211 NA NA NA
cuts_long_ml_r9 20 2.672 4 0.6141 1 1.002 0 10457.273 10555.428 10491.907 NA NA NA
cuts_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
