\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 20622.362 15.35 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 20164.984 127.716 0.234
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 19586.725 19.481 0.591
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 18928.275 365.112 0.462
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 19589.849 22.098 0.604
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 17510.865 1803.945 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 19928.274 16.016 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 19506.106 128.846 0.283
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 18944.449 19.981 0.389
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 18325.889 366.6 0.56
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 18947.127 22.081 0.397
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 16976.106 1763.486 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 20199.232 15.922 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 19766.407 128.557 0.255
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 19177.739 19.825 0.375
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 18534.747 367.604 0.491
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 19181.789 22.652 0.382
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 17134.03 1788.074 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 20146.582 15.741 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 19715.681 130.315 0.139
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 19231.401 19.528 0.304
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 18621.501 363.955 0.402
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 19230.922 21.393 0.276
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 17124.182 1810.942 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
