ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 5682.83 1874 0 0.504 0.531 0.143 15861.22 15902.903 15852.371 NA NA NA
msst_long_ml_r1 16 570.617 8 0 0.801 0.701 0.217 15859.244 15944.255 15893.428 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 5118.602 1870 0 0.577 0.599 0.132 15304.992 15357.095 15293.93 NA NA NA
cuts_long_ml_r1 20 8.365 4 0.0791 0.998 0.995 0.027 15304.992 15411.256 15347.722 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 5114.143 1867 0 0.577 0.599 0.132 15306.533 15366.452 15293.812 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 6004.29 1874 0 0.478 0.507 0.148 16023.629 16065.311 16014.779 NA NA NA
msst_long_ml_r2 16 639.264 8 0 0.752 0.629 0.229 16021.578 16106.589 16055.762 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 5367.834 1870 0 0.558 0.582 0.137 15395.172 15447.276 15384.111 NA NA NA
cuts_long_ml_r2 20 4.859 4 0.3021 1 0.999 0.012 15395.172 15501.437 15437.902 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 5366.539 1867 0 0.558 0.581 0.137 15399.878 15459.797 15387.157 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 6344.379 1874 0 0.47 0.5 0.154 16045.88 16087.563 16037.031 NA NA NA
msst_long_ml_r3 16 766.27 8 0 0.726 0.588 0.251 16043.603 16128.604 16077.776 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 5582.077 1870 0 0.56 0.584 0.141 15291.578 15343.682 15280.517 NA NA NA
cuts_long_ml_r3 20 6.246 4 0.1815 0.999 0.998 0.019 15291.579 15397.83 15334.295 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 5576.122 1867 0 0.561 0.583 0.141 15291.623 15351.542 15278.902 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 5351.644 1874 0 0.582 0.605 0.136 15954.804 15996.486 15945.954 NA NA NA
msst_long_ml_r4 16 594.972 8 0 0.805 0.708 0.221 15952.609 16037.62 15986.792 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 20 4757.767 1870 0 0.653 0.671 0.124 15368.927 15421.03 15357.865 NA NA NA
cuts_long_ml_r4 20 3.29 4 0.5105 1 1.001 0 15368.927 15475.191 15411.657 NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 4755.19 1867 0 0.653 0.671 0.124 15372.35 15432.269 15359.629 NA NA NA
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 16 5498.488 1874 0 0.532 0.558 0.139 15864.321 15906.003 15855.471 NA NA NA
msst_long_ml_r5 16 544.691 8 0 0.804 0.706 0.211 15862.339 15947.351 15896.523 NA NA NA
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 20 4956.691 1870 0 0.601 0.623 0.128 15330.524 15382.628 15319.463 NA NA NA
cuts_long_ml_r5 20 4.875 4 0.3003 1 0.999 0.012 15330.524 15436.789 15373.254 NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r5 23 4952.266 1867 0 0.601 0.622 0.129 15332.098 15392.017 15319.378 NA NA NA
tso_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r6 16 5705.925 1874 0 0.511 0.538 0.143 16058.887 16100.57 16050.038 NA NA NA
msst_long_ml_r6 16 606.993 8 0 0.774 0.661 0.223 16056.942 16141.953 16091.126 NA NA NA
msst_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r6 20 5098.919 1870 0 0.588 0.61 0.131 15459.882 15511.985 15448.82 NA NA NA
cuts_long_ml_r6 20 1.933 4 0.7481 1 1.002 0 15459.882 15566.146 15502.612 NA NA NA
cuts_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r6 23 5097.572 1867 0 0.588 0.609 0.132 15464.535 15524.454 15451.814 NA NA NA
tso_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r7 16 4847.524 1874 0 0.573 0.597 0.126 16095.092 16136.774 16086.242 NA NA NA
