ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 13032.836 3304 0 0.379 0.407 0.172 20846.052 20887.734 20837.202 NA NA NA
msst_long_ml_r1 16 153.146 8 0 0.973 0.96 0.095 20844.641 20934.256 20883.423 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 12885.056 3300 0 0.389 0.415 0.17 20706.272 20758.375 20695.21 NA NA NA
cuts_long_ml_r1 20 6.776 4 0.1482 0.999 0.998 0.019 20706.272 20818.29 20754.749 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 12477.56 3297 0 0.414 0.439 0.167 20304.775 20364.694 20292.055 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 13376.087 3304 0 0.373 0.4 0.175 20769.904 20811.586 20761.054 NA NA NA
msst_long_ml_r2 16 159.161 8 0 0.972 0.959 0.097 20768.596 20858.211 20807.378 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 13237.232 3300 0 0.381 0.407 0.174 20639.049 20691.152 20627.987 NA NA NA
cuts_long_ml_r2 20 21.613 4 2e-04 0.997 0.99 0.047 20639.049 20751.067 20687.526 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 12803.204 3297 0 0.408 0.433 0.17 20211.021 20270.94 20198.3 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 11992.714 3304 0 0.399 0.425 0.162 20739.115 20780.797 20730.265 NA NA NA
msst_long_ml_r3 16 98.64 8 0 0.983 0.975 0.075 20738.019 20827.633 20776.8 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 11549.467 3297 0 0.429 0.453 0.158 20309.868 20369.786 20297.147 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 13045.839 3304 0 0.37 0.398 0.172 20681.73 20723.413 20672.881 NA NA NA
msst_long_ml_r4 16 122.18 8 0 0.978 0.968 0.084 20680.614 20770.228 20719.395 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
