\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 1431.661 844 0 0.85 0.862 0.083 11381.683 11423.366 11372.834 NA NA NA
msst_long_ml_r1 16 475.125 8 0 0.634 0.45 0.242 11380.49 11459.014 11408.198 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 957.695 840 0.0029 0.97 0.972 0.037 10915.717 10967.821 10904.656 NA NA NA
cuts_long_ml_r1 20 2.352 4 0.6713 1 1.004 0 10915.717 11013.873 10950.351 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 956.588 837 0.0025 0.97 0.972 0.038 10920.61 10980.529 10907.889 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 1403.937 844 0 0.858 0.869 0.081 10997.227 11038.909 10988.377 NA NA NA
msst_long_ml_r2 16 370.927 8 0 0.725 0.588 0.213 10996.098 11074.622 11023.805 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 1036.395 840 0 0.95 0.954 0.048 10637.685 10689.788 10626.623 NA NA NA
cuts_long_ml_r2 20 4.514 4 0.3409 1 0.999 0.011 10637.685 10735.84 10672.319 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 1033.396 837 0 0.95 0.954 0.048 10640.685 10700.604 10627.964 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 1378.173 844 0 0.87 0.88 0.08 11256.16 11297.842 11247.31 NA NA NA
msst_long_ml_r3 16 376.602 8 0 0.746 0.619 0.215 11255.007 11333.531 11282.714 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 1001.22 840 1e-04 0.961 0.964 0.044 10887.206 10939.31 10876.145 NA NA NA
cuts_long_ml_r3 20 0.801 4 0.9383 1 1.007 0 10887.206 10985.361 10921.84 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 999.802 837 1e-04 0.96 0.963 0.044 10891.788 10951.707 10879.067 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 1317.23 844 0 0.87 0.88 0.075 11215.399 11257.082 11206.55 NA NA NA
msst_long_ml_r4 16 396.563 8 0 0.705 0.558 0.22 11214.264 11292.788 11241.971 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 20 927.354 840 0.0189 0.976 0.978 0.032 10833.523 10885.626 10822.461 NA NA NA
cuts_long_ml_r4 20 7.821 4 0.0983 0.997 0.991 0.031 10833.523 10931.678 10868.157 NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 915.96 837 0.0295 0.978 0.98 0.031 10828.128 10888.047 10815.408 NA NA NA
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 16 1458.146 844 0 0.836 0.849 0.085 11280.465 11322.148 11271.616 NA NA NA
msst_long_ml_r5 16 432.702 8 0 0.698 0.547 0.23 11279.239 11357.763 11306.946 NA NA NA
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 20 1024.773 840 0 0.951 0.954 0.047 10855.092 10907.196 10844.031 NA NA NA
cuts_long_ml_r5 20 0.556 4 0.9679 1 1.007 0 10855.092 10953.247 10889.726 NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r5 23 1021.488 837 0 0.951 0.954 0.047 10857.807 10917.726 10845.087 NA NA NA
tso_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r6 16 1399.203 844 0 0.864 0.875 0.081 11441.037 11482.719 11432.187 NA NA NA
msst_long_ml_r6 16 445.126 8 0 0.674 0.511 0.234 11439.892 11518.416 11467.599 NA NA NA
msst_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r6 20 963.594 840 0.0019 0.97 0.972 0.038 11013.428 11065.531 11002.366 NA NA NA
cuts_long_ml_r6 20 10.663 4 0.0306 0.995 0.985 0.041 11013.428 11111.583 11048.062 NA NA NA
cuts_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r6 23 958.239 837 0.0022 0.97 0.972 0.038 11014.072 11073.991 11001.351 NA NA NA
tso_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r7 16 1452.098 844 0 0.851 0.862 0.085 11250.824 11292.507 11241.975 NA NA NA
msst_long_ml_r7 16 395.937 8 0 0.668 0.502 0.22 11249.743 11328.267 11277.45 NA NA NA
msst_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r7 20 1058.143 840 0 0.947 0.95 0.051 10864.868 10916.972 10853.806 NA NA NA
cuts_long_ml_r7 20 3.062 4 0.5474 1 1.002 0 10864.868 10963.023 10899.502 NA NA NA
cuts_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r7 23 1054.005 837 0 0.947 0.951 0.051 10866.73 10926.649 10854.01 NA NA NA
tso_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r8 16 1441.15 844 0 0.845 0.857 0.084 11309.832 11351.515 11300.983 NA NA NA
msst_long_ml_r8 16 460.05 8 0 0.676 0.514 0.238 11308.623 11387.147 11336.33 NA NA NA
msst_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
