\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 22854.137 15.959 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 22576.01 134.584 0.215
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 22075.903 18.889 0.001
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 21641.113 344.502 0.102
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 21686.331 21.631 0.173
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 18621.419 1967.763 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 22447.855 128.628 0.407
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 22102.277 19.067 0.001
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 21726.967 333.729 0.116
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 21730.288 22.035 0.304
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 18863.273 1942.611 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 22669.295 15.807 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 22439.334 145.854 0.121
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 22073.645 18.896 0.003
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 21691.318 332.421 0.046
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 21717.65 22.008 0.279
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 18754.053 1954.694 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 23043.436 16.055 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 22748.197 134.037 0.201
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 22346.222 19.044 0.058
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 21919.943 340.46 0.094
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 21958.478 21.76 0.918
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 18885.469 1968.069 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
