w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 0 0.01 0.021 0.015 0.141 0.043 0.022 0.077 0.041 NA 0 0.042 0.032 0.025 0 0.096 0.075 0.06 0.203 0.117 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 0 0.01 0.021 0.015 0.14 0.043 0.022 0.077 0.041 NA 0 0.041 0.032 0.025 0 0.096 0.075 0.06 0.204 0.117 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 0 0.01 0.021 0.015 0.143 0.043 0.022 0.077 0.041 NA 0 0.042 0.031 0.025 0 0.096 0.075 0.06 0.22 0.118 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 0 0.01 0.022 0.015 0.138 0.044 0.022 0.077 0.042 NA 0 0.04 0.03 0.025 0 0.093 0.072 0.061 0.235 0.124 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_bayes_r1 0 0.011 0.023 0.015 0.094 0.037 0.016 0.061 0.029 NA 0 0.054 0.047 0.042 0.153 0.123 0.16 0.144 0.373 NA 0.011 0.093 0.073 0.056 NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.011 0.023 0.015 0.094 0.037 0.016 0.061 0.029 NA 0 0.053 0.048 0.042 0.158 0.126 0.164 0.15 0.373 NA 0.011 0.092 0.071 0.055 NA NA NA NA NA NA
tso_wide_ml_r1 0 0.011 0.023 0.015 0.077 0.035 0.016 0.059 0.028 0.02 NA NA NA NA 0.155 0.122 0.161 0.146 NA NA 0.339 0.212 0.369 0.302 0.239 0.338 0.249 0.307 0.218 0.297
tso_wide_bayes_r1 0 0.011 0.022 0.015 0.077 0.036 0.016 0.059 0.028 0.02 NA NA NA NA 0.165 0.135 0.173 0.155 NA NA 0.409 0.257 0.441 0.367 0.289 0.406 0.299 0.372 0.263 0.358
tso_long_bayes_r1 0 0.011 0.023 0.015 0.077 0.036 0.016 0.059 0.028 0.02 NA NA NA NA 0.138 0.113 0.151 0.129 NA NA 0.407 0.251 0.442 0.361 0.286 0.406 0.297 0.368 0.26 0.355
msst_wide_ml_r2 0 0.01 0.021 0.015 0.145 0.056 0.017 0.075 0.039 NA 0 0.13 0.107 0.067 0 0.268 0.221 0.138 0.086 0.076 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 0 0.01 0.021 0.015 0.145 0.056 0.017 0.075 0.039 NA 0 0.13 0.107 0.067 0 0.267 0.22 0.138 0.087 0.076 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 0 0.01 0.021 0.015 0.146 0.057 0.018 0.075 0.039 NA 0 0.136 0.113 0.07 0 0.28 0.232 0.145 0.092 0.076 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 0 0.01 0.021 0.015 0.143 0.055 0.017 0.076 0.039 NA 0 0.118 0.101 0.061 0 0.246 0.21 0.128 0.097 0.08 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 0 0.012 0.025 0.016 0.088 0.037 0.016 0.06 0.029 NA 0 0.092 0.112 0.08 0.149 0.124 0.164 0.128 0.314 NA 0.125 0.083 0.129 0.09 NA NA NA NA NA NA
cuts_long_ml_r2 0 0.012 0.025 0.016 0.088 0.037 0.016 0.06 0.029 NA 0 0.092 0.112 0.08 0.149 0.124 0.164 0.128 0.314 NA 0.125 0.084 0.129 0.09 NA NA NA NA NA NA
cuts_wide_bayes_r2 0 0.012 0.024 0.016 0.088 0.038 0.016 0.059 0.029 NA 0 0.096 0.116 0.085 0.153 0.126 0.165 0.128 0.335 NA 0.135 0.091 0.141 0.098 NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.011 0.025 0.016 0.089 0.038 0.016 0.06 0.029 NA 0 0.099 0.12 0.088 0.151 0.128 0.168 0.132 0.339 NA 0.138 0.092 0.139 0.098 NA NA NA NA NA NA
tso_wide_ml_r2 0 0.011 0.024 0.016 0.074 0.036 0.016 0.057 0.028 0.02 NA NA NA NA 0.149 0.124 0.163 0.128 NA NA 0.315 0.218 0.375 0.231 0.22 0.307 0.263 0.247 0.199 0.26
tso_wide_bayes_r2 0 0.011 0.024 0.016 0.074 0.037 0.016 0.058 0.028 0.02 NA NA NA NA 0.158 0.137 0.176 0.137 NA NA 0.381 0.261 0.445 0.28 0.262 0.367 0.314 0.299 0.238 0.31
tso_long_bayes_r2 0 0.011 0.024 0.016 0.074 0.036 0.016 0.058 0.028 0.02 NA NA NA NA 0.137 0.119 0.156 0.115 NA NA 0.376 0.258 0.448 0.279 0.261 0.366 0.313 0.296 0.237 0.311
msst_wide_ml_r3 0 0.011 0.028 0.016 0.117 0.047 0.017 0.095 0.032 NA 0 0.04 0.047 0.031 0 0.088 0.101 0.069 0.154 0.103 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 0 0.011 0.028 0.016 0.117 0.047 0.017 0.095 0.032 NA 0 0.04 0.047 0.031 0 0.088 0.101 0.069 0.154 0.104 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 0 0.011 0.028 0.016 0.119 0.048 0.018 0.096 0.033 NA 0 0.041 0.047 0.032 0 0.09 0.102 0.07 0.169 0.105 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 0 0.011 0.028 0.016 0.116 0.046 0.017 0.092 0.033 NA 0 0.04 0.047 0.032 0 0.089 0.103 0.071 0.171 0.107 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 0 0.011 0.024 0.016 0.094 0.039 0.015 0.06 0.028 NA 0 0.06 0.103 0.053 0.133 0.114 0.17 0.122 0.251 NA 0.052 0.047 0.171 0.034 NA NA NA NA NA NA
cuts_long_ml_r3 0 0.011 0.024 0.016 0.094 0.039 0.015 0.06 0.028 NA 0 0.06 0.103 0.053 0.133 0.114 0.17 0.122 0.251 NA 0.052 0.047 0.171 0.034 NA NA NA NA NA NA
cuts_wide_bayes_r3 0 0.011 0.024 0.016 0.095 0.039 0.015 0.06 0.028 NA 0 0.063 0.104 0.056 0.135 0.114 0.171 0.122 0.272 NA 0.057 0.053 0.188 0.036 NA NA NA NA NA NA
cuts_long_bayes_r3 0 0.011 0.024 0.016 0.095 0.039 0.015 0.06 0.028 NA 0 0.062 0.107 0.055 0.137 0.118 0.174 0.127 0.272 NA 0.058 0.053 0.189 0.036 NA NA NA NA NA NA
tso_wide_ml_r3 0 0.011 0.023 0.016 0.081 0.038 0.015 0.058 0.027 0.02 NA NA NA NA 0.132 0.113 0.168 0.121 NA NA 0.246 0.18 0.403 0.207 0.191 0.279 0.227 0.214 0.181 0.255
tso_wide_bayes_r3 0 0.011 0.023 0.016 0.08 0.039 0.015 0.059 0.028 0.02 NA NA NA NA 0.141 0.124 0.178 0.13 NA NA 0.295 0.217 0.476 0.25 0.228 0.332 0.27 0.257 0.217 0.303
tso_long_bayes_r3 0 0.011 0.023 0.016 0.081 0.038 0.015 0.059 0.028 0.02 NA NA NA NA 0.118 0.102 0.172 0.109 NA NA 0.298 0.215 0.485 0.251 0.229 0.336 0.272 0.259 0.216 0.308
msst_wide_ml_r4 0 0.012 0.038 0.021 0.125 0.052 0.018 0.093 0.043 NA 0 0.029 0.048 0.025 0 0.068 0.111 0.06 0.23 0.126 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 0 0.012 0.039 0.021 0.125 0.052 0.018 0.094 0.043 NA 0 0.029 0.048 0.025 0 0.068 0.111 0.06 0.23 0.126 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 0 0.013 0.039 0.021 0.127 0.052 0.019 0.095 0.043 NA 0 0.029 0.048 0.025 0 0.067 0.111 0.061 0.253 0.128 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 0 0.014 0.047 0.021 0.126 0.053 0.019 0.103 0.043 NA 0 0.029 0.05 0.025 0 0.069 0.114 0.061 0.267 0.133 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 0 0.012 0.025 0.016 0.091 0.039 0.015 0.062 0.028 NA 0 0.061 0.096 0.079 0.142 0.116 0.172 0.136 0.287 NA 0.083 0.044 0.114 0.121 NA NA NA NA NA NA
cuts_long_ml_r4 0 0.012 0.025 0.016 0.091 0.039 0.015 0.062 0.028 NA 0 0.061 0.096 0.079 0.142 0.116 0.172 0.136 0.288 NA 0.083 0.044 0.114 0.121 NA NA NA NA NA NA
cuts_wide_bayes_r4 0 0.012 0.025 0.016 0.091 0.039 0.016 0.061 0.028 NA 0 0.065 0.107 0.079 0.145 0.116 0.173 0.134 0.314 NA 0.095 0.054 0.167 0.128 NA NA NA NA NA NA
cuts_long_bayes_r4 0 0.011 0.025 0.016 0.091 0.039 0.016 0.062 0.028 NA 0 0.062 0.106 0.078 0.145 0.119 0.176 0.141 0.312 NA 0.095 0.054 0.164 0.126 NA NA NA NA NA NA
tso_wide_ml_r4 0 0.011 0.025 0.016 0.075 0.038 0.015 0.06 0.027 0.02 NA NA NA NA 0.143 0.116 0.172 0.139 NA NA 0.29 0.192 0.42 0.272 0.222 0.304 0.267 0.265 0.205 0.293
tso_wide_bayes_r4 0 0.011 0.025 0.016 0.074 0.038 0.015 0.061 0.027 0.02 NA NA NA NA 0.153 0.127 0.186 0.147 NA NA 0.348 0.23 0.5 0.329 0.265 0.362 0.319 0.319 0.246 0.351
tso_long_bayes_r4 0 0.011 0.025 0.016 0.075 0.038 0.015 0.061 0.028 0.02 NA NA NA NA 0.121 0.105 0.165 0.122 NA NA 0.341 0.226 0.497 0.322 0.26 0.356 0.315 0.313 0.242 0.346
msst_wide_ml_r5 0 0.013 0.034 0.018 0.104 0.047 0.017 0.086 0.034 NA 0 0.018 0.027 0.02 0 0.042 0.063 0.048 0.315 0.149 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r5 0 0.013 0.034 0.018 0.104 0.047 0.017 0.086 0.034 NA 0 0.018 0.027 0.021 0 0.043 0.063 0.049 0.316 0.149 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r5 0 0.013 0.034 0.018 0.105 0.047 0.018 0.086 0.034 NA 0 0.018 0.027 0.021 0 0.042 0.063 0.049 0.348 0.151 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 0 0.013 0.033 0.018 0.102 0.046 0.017 0.083 0.034 NA 0 0.018 0.026 0.021 0 0.042 0.061 0.049 0.351 0.154 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 0 0.011 0.024 0.016 0.088 0.037 0.015 0.058 0.028 NA 0 0.04 0.067 0.048 0.16 0.123 0.177 0.147 0.364 NA 0.06 0.031 0.103 0.049 NA NA NA NA NA NA
cuts_long_ml_r5 0 0.011 0.024 0.016 0.088 0.037 0.015 0.058 0.028 NA 0 0.04 0.067 0.048 0.16 0.123 0.177 0.147 0.364 NA 0.06 0.031 0.103 0.049 NA NA NA NA NA NA
cuts_wide_bayes_r5 0 0.011 0.025 0.016 0.088 0.038 0.015 0.058 0.028 NA 0 0.042 0.07 0.051 0.161 0.122 0.177 0.145 0.396 NA 0.067 0.034 0.115 0.055 NA NA NA NA NA NA
cuts_long_bayes_r5 0 0.011 0.025 0.016 0.088 0.038 0.015 0.058 0.028 NA 0 0.042 0.071 0.051 0.164 0.127 0.181 0.151 0.398 NA 0.067 0.034 0.114 0.055 NA NA NA NA NA NA
tso_wide_ml_r5 0 0.011 0.024 0.016 0.074 0.036 0.015 0.056 0.027 0.02 NA NA NA NA 0.159 0.122 0.174 0.145 NA NA 0.357 0.211 0.431 0.298 0.26 0.363 0.284 0.311 0.239 0.325
tso_wide_bayes_r5 0 0.011 0.024 0.016 0.074 0.037 0.015 0.057 0.027 0.02 NA NA NA NA 0.17 0.133 0.187 0.155 NA NA 0.427 0.252 0.513 0.36 0.309 0.433 0.339 0.373 0.287 0.389
tso_long_bayes_r5 0 0.011 0.024 0.016 0.074 0.037 0.015 0.056 0.027 0.02 NA NA NA NA 0.139 0.11 0.163 0.128 NA NA 0.43 0.252 0.519 0.357 0.311 0.437 0.341 0.373 0.286 0.39
msst_wide_ml_r6 0 0.012 0.033 0.019 0.137 0.066 0.018 0.083 0.034 NA 0 0.039 0.05 0.037 0 0.083 0.104 0.078 0.206 0.12 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r6 0 0.012 0.033 0.019 0.137 0.066 0.018 0.082 0.034 NA 0 0.039 0.049 0.037 0 0.081 0.102 0.077 0.205 0.12 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r6 0 0.012 0.034 0.019 0.138 0.066 0.018 0.083 0.034 NA 0 0.04 0.051 0.038 0 0.083 0.106 0.079 0.226 0.121 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 0 0.012 0.033 0.019 0.133 0.064 0.017 0.081 0.034 NA 0 0.038 0.046 0.036 0 0.081 0.096 0.075 0.226 0.123 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r6 0 0.011 0.024 0.016 0.09 0.038 0.016 0.059 0.027 NA 0 0.083 0.119 0.089 0.155 0.142 0.2 0.154 0.323 NA 0.113 0.036 0.103 0.049 NA NA NA NA NA NA
cuts_long_ml_r6 0 0.011 0.024 0.016 0.09 0.038 0.016 0.059 0.027 NA 0 0.083 0.119 0.089 0.155 0.142 0.2 0.154 0.323 NA 0.113 0.036 0.103 0.049 NA NA NA NA NA NA
cuts_wide_bayes_r6 0 0.011 0.024 0.016 0.09 0.039 0.016 0.059 0.028 NA 0 0.088 0.126 0.094 0.156 0.139 0.197 0.149 0.35 NA 0.125 0.041 0.117 0.055 NA NA NA NA NA NA
cuts_long_bayes_r6 0 0.012 0.025 0.016 0.091 0.039 0.016 0.059 0.027 NA 0 0.091 0.129 0.096 0.157 0.147 0.205 0.158 0.352 NA 0.127 0.041 0.117 0.055 NA NA NA NA NA NA
tso_wide_ml_r6 0 0.011 0.024 0.016 0.076 0.037 0.016 0.057 0.027 0.02 NA NA NA NA 0.152 0.142 0.197 0.152 NA NA 0.329 0.283 0.55 0.327 0.277 0.374 0.375 0.298 0.293 0.398
tso_wide_bayes_r6 0 0.012 0.024 0.016 0.077 0.038 0.016 0.059 0.027 0.02 NA NA NA NA 0.163 0.153 0.212 0.162 NA NA 0.396 0.339 0.659 0.395 0.331 0.449 0.449 0.357 0.352 0.478
tso_long_bayes_r6 0 0.011 0.024 0.016 0.076 0.038 0.016 0.058 0.027 0.02 NA NA NA NA 0.132 0.128 0.185 0.135 NA NA 0.397 0.338 0.662 0.393 0.331 0.449 0.45 0.358 0.351 0.478
msst_wide_ml_r7 0 0.011 0.025 0.017 0.127 0.047 0.021 0.075 0.037 NA 0 0.041 0.036 0.033 0 0.091 0.079 0.073 0.177 0.109 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r7 0 0.011 0.025 0.017 0.126 0.047 0.021 0.075 0.037 NA 0 0.041 0.036 0.033 0 0.09 0.079 0.073 0.177 0.11 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r7 0 0.011 0.025 0.017 0.128 0.047 0.021 0.075 0.037 NA 0 0.042 0.036 0.033 0 0.092 0.08 0.073 0.194 0.111 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r7 0 0.011 0.025 0.017 0.124 0.047 0.021 0.074 0.037 NA 0 0.038 0.035 0.033 0 0.085 0.079 0.073 0.199 0.115 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r7 0 0.012 0.025 0.016 0.089 0.038 0.016 0.062 0.028 NA 0 0.058 0.058 0.059 0.148 0.114 0.178 0.142 0.31 NA 0.05 0.08 0.067 0.067 NA NA NA NA NA NA
cuts_long_ml_r7 0 0.012 0.025 0.016 0.089 0.038 0.016 0.062 0.028 NA 0 0.058 0.058 0.059 0.148 0.114 0.178 0.142 0.31 NA 0.05 0.08 0.067 0.067 NA NA NA NA NA NA
cuts_wide_bayes_r7 0 0.012 0.025 0.016 0.09 0.039 0.016 0.062 0.028 NA 0 0.06 0.062 0.062 0.149 0.115 0.178 0.14 0.337 NA 0.057 0.091 0.078 0.076 NA NA NA NA NA NA
cuts_long_bayes_r7 0 0.011 0.025 0.016 0.09 0.039 0.016 0.062 0.028 NA 0 0.06 0.062 0.063 0.15 0.117 0.181 0.146 0.337 NA 0.057 0.089 0.075 0.077 NA NA NA NA NA NA
tso_wide_ml_r7 0 0.012 0.025 0.016 0.075 0.037 0.016 0.06 0.028 0.02 NA NA NA NA 0.147 0.113 0.176 0.141 NA NA 0.307 0.181 0.442 0.283 0.212 0.353 0.242 0.27 0.202 0.333
tso_wide_bayes_r7 0 0.012 0.024 0.016 0.075 0.037 0.016 0.06 0.028 0.02 NA NA NA NA 0.156 0.124 0.184 0.149 NA NA 0.366 0.217 0.526 0.339 0.25 0.421 0.287 0.321 0.24 0.397
tso_long_bayes_r7 0 0.011 0.025 0.016 0.075 0.037 0.016 0.06 0.028 0.02 NA NA NA NA 0.132 0.104 0.166 0.129 NA NA 0.366 0.215 0.529 0.339 0.251 0.422 0.289 0.323 0.242 0.399
msst_wide_ml_r8 0 0.011 0.027 0.018 0.125 0.046 0.019 0.086 0.045 NA 0 0.025 0.04 0.029 0 0.055 0.084 0.061 0.226 0.125 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r8 0 0.011 0.027 0.018 0.125 0.046 0.019 0.086 0.045 NA 0 0.025 0.04 0.029 0 0.055 0.084 0.061 0.227 0.125 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r8 0 0.011 0.027 0.018 0.127 0.046 0.019 0.087 0.046 NA 0 0.025 0.04 0.029 0 0.055 0.085 0.061 0.247 0.127 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r8 0 0.011 0.027 0.018 0.124 0.046 0.019 0.083 0.045 NA 0 0.026 0.04 0.029 0 0.055 0.084 0.061 0.254 0.13 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r8 0 0.01 0.022 0.015 0.098 0.038 0.015 0.059 0.027 NA 0 0.044 0.085 0.069 0.15 0.116 0.173 0.151 0.322 NA 0.061 0.046 0.181 0.119 NA NA NA NA NA NA
cuts_long_ml_r8 0 0.01 0.022 0.015 0.098 0.038 0.015 0.059 0.027 NA 0 0.044 0.085 0.069 0.15 0.116 0.174 0.152 0.322 NA 0.061 0.046 0.181 0.119 NA NA NA NA NA NA
cuts_wide_bayes_r8 0 0.01 0.023 0.015 0.1 0.038 0.015 0.059 0.027 NA 0 0.045 0.086 0.072 0.151 0.118 0.176 0.149 0.347 NA 0.062 0.053 0.197 0.131 NA NA NA NA NA NA
cuts_long_bayes_r8 0 0.01 0.022 0.015 0.099 0.038 0.015 0.059 0.028 NA 0 0.045 0.088 0.073 0.154 0.12 0.178 0.157 0.35 NA 0.062 0.053 0.194 0.128 NA NA NA NA NA NA
tso_wide_ml_r8 0 0.01 0.022 0.015 0.079 0.037 0.015 0.057 0.027 0.02 NA NA NA NA 0.147 0.115 0.172 0.151 NA NA 0.308 0.187 0.421 0.323 0.226 0.32 0.237 0.286 0.211 0.335
tso_wide_bayes_r8 0 0.01 0.022 0.014 0.079 0.037 0.015 0.058 0.027 0.019 NA NA NA NA 0.158 0.126 0.18 0.158 NA NA 0.371 0.226 0.503 0.392 0.272 0.385 0.285 0.344 0.254 0.404
tso_long_bayes_r8 0 0.01 0.022 0.015 0.08 0.037 0.015 0.057 0.027 0.02 NA NA NA NA 0.127 0.102 0.168 0.138 NA NA 0.37 0.222 0.502 0.387 0.269 0.382 0.283 0.342 0.252 0.4
msst_wide_ml_r9 0 0.011 0.025 0.016 0.12 0.046 0.018 0.083 0.039 NA 0 0.05 0.04 0.035 0 0.121 0.099 0.085 0.14 0.098 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r9 0 0.011 0.025 0.016 0.12 0.046 0.018 0.083 0.039 NA 0 0.05 0.04 0.035 0 0.121 0.099 0.085 0.14 0.098 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r9 0 0.011 0.025 0.016 0.122 0.046 0.018 0.083 0.04 NA 0 0.05 0.041 0.035 0 0.122 0.1 0.085 0.152 0.099 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r9 0 0.01 0.025 0.016 0.119 0.045 0.018 0.083 0.039 NA 0 0.051 0.04 0.036 0 0.125 0.098 0.088 0.157 0.102 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r9 0 0.011 0.025 0.017 0.087 0.037 0.015 0.059 0.028 NA 0 0.063 0.07 0.06 0.138 0.118 0.162 0.117 0.275 NA 0.056 0.082 0.1 0.075 NA NA NA NA NA NA
cuts_long_ml_r9 0 0.011 0.025 0.017 0.087 0.037 0.015 0.059 0.028 NA 0 0.064 0.07 0.06 0.138 0.118 0.162 0.117 0.275 NA 0.056 0.082 0.1 0.075 NA NA NA NA NA NA
cuts_wide_bayes_r9 0 0.012 0.025 0.017 0.087 0.037 0.015 0.059 0.028 NA 0 0.066 0.072 0.061 0.139 0.12 0.164 0.116 0.297 NA 0.053 0.088 0.113 0.082 NA NA NA NA NA NA
cuts_long_bayes_r9 0 0.011 0.025 0.017 0.087 0.037 0.015 0.059 0.028 NA 0 0.064 0.072 0.063 0.142 0.122 0.167 0.121 0.296 NA 0.053 0.086 0.112 0.081 NA NA NA NA NA NA
tso_wide_ml_r9 0 0.011 0.024 0.016 0.073 0.036 0.015 0.058 0.027 0.02 NA NA NA NA 0.138 0.118 0.162 0.116 NA NA 0.268 0.198 0.371 0.19 0.206 0.295 0.233 0.203 0.171 0.225
tso_wide_bayes_r9 0 0.011 0.024 0.016 0.073 0.036 0.015 0.059 0.027 0.02 NA NA NA NA 0.147 0.13 0.173 0.124 NA NA 0.323 0.237 0.444 0.229 0.246 0.353 0.279 0.243 0.205 0.268
tso_long_bayes_r9 0 0.011 0.024 0.016 0.073 0.036 0.015 0.058 0.028 0.02 NA NA NA NA 0.126 0.109 0.16 0.106 NA NA 0.318 0.233 0.441 0.228 0.243 0.35 0.276 0.242 0.203 0.267
msst_wide_ml_r10 0 0.013 0.033 0.02 0.103 0.049 0.018 0.079 0.036 NA 0 0.025 0.03 0.027 0 0.057 0.07 0.062 0.241 0.13 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r10 0 0.013 0.033 0.02 0.103 0.049 0.018 0.078 0.035 NA 0 0.025 0.03 0.027 0 0.057 0.07 0.062 0.242 0.13 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r10 0 0.013 0.033 0.021 0.104 0.049 0.018 0.078 0.036 NA 0 0.025 0.031 0.027 0 0.057 0.071 0.062 0.266 0.132 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r10 0 0.012 0.032 0.02 0.101 0.048 0.018 0.077 0.036 NA 0 0.025 0.031 0.028 0 0.059 0.071 0.063 0.265 0.134 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r10 0 0.012 0.025 0.016 0.087 0.037 0.016 0.061 0.028 NA 0 0.054 0.075 0.064 0.146 0.127 0.17 0.145 0.298 NA 0.061 0.036 0.079 0.051 NA NA NA NA NA NA
