w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 0 0.009 0.017 0.013 0.09 0.04 0.011 0.055 0.036 NA 0 0.786 0.211 0.114 0 1.825 0.489 0.265 0.016 0.036 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 0 0.009 0.017 0.013 0.091 0.038 0.011 0.054 0.035 NA 0 0.674 0.186 0.112 0 1.596 0.438 0.262 0.016 0.04 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 0 0.009 0.019 0.012 0.057 0.026 0.011 0.043 0.019 NA 0 0.109 0.115 0.105 0.137 0.129 0.15 0.137 0.264 NA 0.11 0.158 0.119 0.131 NA NA NA NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.009 0.019 0.012 0.057 0.027 0.011 0.042 0.019 NA 0 0.116 0.121 0.113 0.141 0.134 0.155 0.141 0.283 NA 0.121 0.179 0.125 0.144 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 0 0.009 0.019 0.012 0.057 0.026 0.011 0.043 0.019 0.015 NA NA NA NA 0.151 0.122 0.162 0.153 NA NA 0.317 0.282 0.379 0.318 0.233 0.312 0.266 0.268 0.23 0.303
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 0 0.009 0.019 0.014 0.086 0.04 0.012 0.055 0.036 NA 0 0.144 0.057 0.052 0 0.251 0.1 0.091 0.052 0.06 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 0 0.009 0.019 0.014 0.085 0.039 0.013 0.054 0.035 NA 0 0.133 0.057 0.051 0 0.231 0.1 0.089 0.059 0.064 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 0 0.009 0.02 0.013 0.054 0.027 0.011 0.042 0.019 NA 0 0.115 0.107 0.102 0.139 0.15 0.163 0.144 0.266 NA 0.096 0.185 0.104 0.124 NA NA NA NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.009 0.02 0.013 0.054 0.027 0.011 0.042 0.019 NA 0 0.122 0.11 0.11 0.143 0.156 0.168 0.148 0.283 NA 0.102 0.205 0.092 0.134 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 0 0.009 0.02 0.013 0.054 0.027 0.011 0.042 0.019 0.015 NA NA NA NA 0.156 0.162 0.186 0.164 NA NA 0.326 0.383 0.447 0.351 0.285 0.349 0.348 0.285 0.296 0.354
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 0 0.008 0.018 0.015 0.093 0.043 0.012 0.056 0.041 NA 0 0.092 0.044 0.04 0 0.2 0.095 0.086 0.073 0.07 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 0 0.008 0.018 0.015 0.093 0.042 0.013 0.055 0.039 NA 0 0.084 0.042 0.038 0 0.184 0.092 0.083 0.087 0.076 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 0 0.009 0.019 0.012 0.055 0.026 0.011 0.042 0.019 NA 0 0.089 0.091 0.098 0.15 0.13 0.146 0.143 0.316 NA 0.118 0.129 0.097 0.158 NA NA NA NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 0 0.009 0.019 0.012 0.055 0.026 0.011 0.042 0.019 NA 0 0.096 0.095 0.105 0.154 0.135 0.151 0.147 0.345 NA 0.126 0.143 0.093 0.173 NA NA NA NA NA NA
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
