w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 0 0.008 0.017 0.011 0.048 0.024 0.009 0.037 0.017 NA 0 0.01 0.014 0.011 0 0.042 0.063 0.047 0.261 0.136 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 0 0.008 0.017 0.011 0.049 0.024 0.009 0.037 0.017 NA 0 0.011 0.016 0.012 0 0.045 0.068 0.05 0.288 0.14 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 0 0.008 0.017 0.011 0.048 0.024 0.01 0.037 0.017 NA 0 0.01 0.015 0.011 0.136 0.108 0.162 0.123 0.262 NA 0.003 0.002 0.004 0.002 NA NA NA NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.008 0.017 0.011 0.048 0.024 0.009 0.037 0.017 NA 0 0.01 0.015 0.012 0.099 0.078 0.118 0.089 0.283 NA 0.002 0.001 0.003 0.001 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 0 0.008 0.017 0.011 0.048 0.024 0.01 0.038 0.017 0.012 NA NA NA NA 0.115 0.092 0.136 0.104 NA NA 0.316 0.2 0.448 0.256 0.25 0.375 0.298 0.283 0.225 0.337
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 0 0.008 0.018 0.012 0.046 0.024 0.01 0.038 0.017 NA 0 0.011 0.016 0.012 0 0.044 0.067 0.049 0.209 0.121 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 0 0.008 0.018 0.012 0.046 0.023 0.01 0.038 0.017 NA 0 0.012 0.017 0.013 0 0.047 0.069 0.052 0.228 0.126 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.008 0.018 0.012 0.046 0.024 0.01 0.038 0.017 NA 0 0.012 0.018 0.013 0.148 0.119 0.176 0.132 0.23 NA 0.003 0.002 0.003 0.001 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 0 0.008 0.018 0.011 0.045 0.023 0.01 0.038 0.017 0.012 NA NA NA NA 0.105 0.084 0.124 0.094 NA NA 0.252 0.161 0.354 0.201 0.201 0.297 0.237 0.224 0.179 0.265
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 0 0.008 0.017 0.011 0.048 0.024 0.009 0.038 0.018 NA 0 0.009 0.014 0.01 0 0.039 0.06 0.044 0.293 0.144 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 0 0.008 0.017 0.011 0.048 0.024 0.009 0.038 0.018 NA 0 0.01 0.014 0.011 0 0.043 0.061 0.047 0.318 0.147 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 0 0.008 0.017 0.011 0.048 0.024 0.009 0.038 0.018 NA 0 0.009 0.014 0.01 0.144 0.114 0.171 0.127 0.293 NA 0.003 0.002 0.005 0.003 NA NA NA NA NA NA
