w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 0 0.007 0.015 0.011 0.073 0.034 0.01 0.045 0.028 NA 0 0.094 0.045 0.039 0 0.189 0.09 0.079 0.055 0.061 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 0 0.007 0.015 0.011 0.072 0.032 0.01 0.044 0.026 NA 0 0.081 0.042 0.038 0 0.161 0.084 0.076 0.069 0.068 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 0 0.007 0.015 0.01 0.046 0.022 0.009 0.034 0.016 NA 0 0.098 0.105 0.097 0.14 0.129 0.155 0.134 0.27 NA 0.102 0.127 0.1 0.111 NA NA NA NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.007 0.015 0.01 0.046 0.022 0.009 0.034 0.016 NA 0 0.105 0.113 0.104 0.141 0.134 0.157 0.137 0.296 NA 0.112 0.142 0.101 0.123 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 0 0.007 0.015 0.01 0.045 0.021 0.009 0.034 0.016 0.012 NA NA NA NA 0.136 0.121 0.142 0.127 NA NA 0.334 0.283 0.407 0.304 0.251 0.334 0.288 0.268 0.237 0.311
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 0 0.007 0.014 0.011 0.078 0.035 0.01 0.044 0.031 NA 0 0.093 0.044 0.034 0 0.199 0.095 0.074 0.06 0.064 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 0 0.006 0.014 0.011 0.076 0.033 0.01 0.044 0.029 NA 0 0.089 0.044 0.033 0 0.188 0.095 0.071 0.076 0.07 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 0 0.007 0.015 0.01 0.046 0.022 0.009 0.034 0.016 NA 0 0.092 0.089 0.092 0.15 0.139 0.15 0.14 0.316 NA 0.113 0.134 0.097 0.148 NA NA NA NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.007 0.015 0.01 0.045 0.021 0.009 0.034 0.016 NA 0 0.098 0.094 0.098 0.152 0.143 0.153 0.144 0.346 NA 0.122 0.151 0.103 0.163 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 0 0.007 0.015 0.01 0.046 0.021 0.009 0.034 0.016 0.012 NA NA NA NA 0.145 0.132 0.141 0.139 NA NA 0.384 0.327 0.386 0.333 0.291 0.352 0.309 0.304 0.264 0.307
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 0 0.007 0.014 0.011 0.082 0.035 0.011 0.048 0.032 NA 0 0.06 0.032 0.027 0 0.14 0.076 0.064 0.088 0.077 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 0 0.007 0.015 0.011 0.081 0.033 0.011 0.047 0.03 NA 0 0.052 0.03 0.026 0 0.121 0.071 0.061 0.117 0.088 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 0 0.007 0.016 0.01 0.046 0.022 0.009 0.035 0.016 NA 0 0.076 0.08 0.081 0.158 0.132 0.17 0.144 0.359 NA 0.108 0.126 0.116 0.147 NA NA NA NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 0 0.007 0.016 0.01 0.046 0.022 0.009 0.035 0.016 NA 0 0.08 0.086 0.085 0.161 0.136 0.173 0.148 0.399 NA 0.121 0.142 0.13 0.165 NA NA NA NA NA NA
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 0 0.007 0.015 0.01 0.045 0.022 0.009 0.035 0.016 0.012 NA NA NA NA 0.15 0.125 0.159 0.143 NA NA 0.428 0.296 0.492 0.352 0.298 0.425 0.328 0.333 0.26 0.357
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 0 0.007 0.015 0.012 0.069 0.033 0.009 0.046 0.032 NA 0 0.213 0.064 0.06 0 0.404 0.121 0.113 0.026 0.043 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 0 0.007 0.015 0.012 0.067 0.032 0.009 0.044 0.03 NA 0 0.203 0.064 0.062 0 0.38 0.121 0.117 0.032 0.046 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 0 0.007 0.015 0.01 0.046 0.022 0.009 0.034 0.016 NA 0 0.119 0.13 0.12 0.125 0.127 0.138 0.131 0.218 NA 0.098 0.159 0.117 0.146 NA NA NA NA NA NA
