ccon_pred_y1 ccon_pred_y2 ccon_pred_y3 ccon_pred_y4 ucon_upred_y1 ucon_upred_y2 ucon_upred_y3 ucon_upred_y4 tcon_con_y1 tcon_con_y2 tcon_con_y3 tcon_con_y4 spe_y1 spe_y2 spe_y3 spe_y4 rel_y1 rel_y2 rel_y3 rel_y4
msst_wide_ml_r1 NA NA NA NA NA NA NA NA 0.145373557400283 0.594148814385362 0.09528471136022 0.0655009306668926 0.541607612877101 0.208223618976734 0.661115722324223 0.493153901990642 0.686981170277384 0.802372433362097 0.756400433684443 0.558654832657535
msst_long_ml_r1 NA NA NA NA NA NA NA NA 0.145837553169941 0.594212335211097 0.0955754543832399 0.0657475656193286 0.541624468300587 0.208153123855595 0.661043742506763 0.493451239981074 0.687462021470529 0.802365459066691 0.756619196890003 0.559198805600403
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA 0.148136080769989 0.602216185950402 0.0973178880058236 0.0669233882432253 0.538652428672461 0.204186974294509 0.658643834832562 0.49164704171588 0.688212094347579 0.806317151379272 0.757059876655465 0.559756731040802
msst_long_bayes_r1 NA NA NA NA NA NA NA NA 0.158289972195972 0.604528237120198 0.103539587016555 0.0723169676236279 0.534835304307835 0.200750353291512 0.655320103504863 0.494363894673494 0.694620542508395 0.806033717078796 0.75983117304979 0.567956552656219
cuts_wide_ml_r1 0.313233508700931 0.362619202845025 0.272537847292179 0.251400731306615 0.0922703358963982 0.256319381447763 0.0506978050130414 0.252926316506453 0.405503844597329 0.618938584292788 0.32323565230522 0.504327047813068 0.39133953864832 0.192234415764924 0.47000793618908 0.297380671261429 0.796843383245649 0.811173000057713 0.7932435884943 0.801707719074497
cuts_long_ml_r1 0.313233508700931 0.362619202845025 0.27273347778489 0.251400731306615 0.0922703358963982 0.256319381447763 0.0507341964231617 0.252926316506453 0.405503844597329 0.618938584292788 0.323467674208052 0.504327047813068 0.39133953864832 0.192234415764924 0.469627502390228 0.297380671261429 0.796843383245649 0.811173000057713 0.793095176598279 0.801707719074497
cuts_wide_bayes_r1 0.312996898971961 0.360605312625718 0.277170189793237 0.251851121650314 0.098334236056067 0.265227255219664 0.0530314671858172 0.261424286382899 0.412233029513243 0.628596692434058 0.33062033199354 0.516014513108885 0.386077856188835 0.187354963101865 0.464166934824831 0.289964348536832 0.799251233764247 0.816112003054735 0.795638579007882 0.806629968575752
cuts_long_bayes_r1 0.314818422685065 0.363237636843475 0.277646698800606 0.252704448714586 0.0977127349592289 0.263795643202218 0.0535194941718893 0.260281092841289 0.413508480204931 0.629321007944766 0.332070768620938 0.515806103489254 0.385547208887454 0.186870800718325 0.463299523405627 0.289950524647116 0.799535034093415 0.816526726296464 0.796212623087385 0.806309403154653
tso_wide_ml_r1 0.405635184237293 0.618932367937339 0.324234562246902 0.505817970107802 0.000189263814519847 9.2969838450104e-05 0.000226931874378552 0.000143263464061241 0.405824448051813 0.619025337775789 0.324461494121281 0.505961233571864 0.390851675276074 0.191993473240277 0.468640577172217 0.295855629224453 0.796676123327887 0.811018811016067 0.793102071293498 0.801816862796317
tso_wide_bayes_r1 0.431149213582776 0.642975268731344 0.347256963654517 0.530856563961728 0.000194492154518106 9.28439913210255e-05 0.00023549302199692 0.000145588828136671 0.431431648050393 0.643195105370312 0.347816749145776 0.531110605458948 0.373462843275919 0.179410590000039 0.452204136921933 0.280395801515415 0.80530352670395 0.822774534457715 0.800785758014037 0.81205957484163
tso_long_bayes_r1 0.430122073496361 0.642348075179271 0.34780111848087 0.530348443986676 0.000195673243651085 9.38091297856479e-05 0.000235502525024886 0.000146377828557358 0.430472841391463 0.642454752494134 0.348235993875679 0.530659526201971 0.374130020329649 0.179970124416251 0.451792811326388 0.280751339230331 0.805215841763422 0.822908331963572 0.800647179919322 0.812090754583433
msst_wide_ml_r2 NA NA NA NA NA NA NA NA 0.0487854251012146 0.582277884085393 0.0640536903037419 0.0660069952756281 0.671255060728745 0.22806918951761 0.686867849248379 0.5418604879221 0.72004048582996 0.810347073603003 0.750921539552121 0.607867483197728
msst_long_ml_r2 NA NA NA NA NA NA NA NA 0.0490076954232483 0.582366268520477 0.0642480804606211 0.0663088141549033 0.671324422843256 0.227794170308469 0.686862216765305 0.541925352576417 0.720332118266505 0.810160438828946 0.751110297225926 0.60823416673132
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA 0.0490433519566205 0.589926606397374 0.0649393626694729 0.0672169243748689 0.670380592659773 0.223945395605323 0.685095181129873 0.540365443754652 0.72030230530553 0.814386257286886 0.751110546034351 0.608399467064852
msst_long_bayes_r2 NA NA NA NA NA NA NA NA 0.0531925051489416 0.592775344409634 0.06932790885365 0.0723450279368289 0.669934753054798 0.220153380032615 0.683499805221915 0.542615346196634 0.723801499521736 0.813680675477246 0.754040839060893 0.616264868239141
cuts_wide_ml_r2 0.289473684210526 0.287628928270298 0.295347508399138 0.266315413462864 0.0862348178137652 0.336125802733899 0.0395389323517126 0.162689967126594 0.375708502024292 0.623754731004197 0.33488644075085 0.429005380589458 0.42085020242915 0.189588174286128 0.462836570893534 0.343175498777387 0.796558704453441 0.813342905290324 0.797723011644384 0.772180879366845
