1	1	0	0	0
1	2	0	1	1
1	3	1	1	0
1	4	1	2	3
1	5	1	2	2
2	1	1	0	2
2	2	0	.	0
2	3	0	1	0
2	4	4	3	5
2	5	-1	1	2
3	1	3	3	2
3	2	5	4	4
3	3	5	4	5
3	4	5	4	7
3	5	5	4	4
4	1	.	2	7
4	2	1	0	4
4	3	2	3	4
4	4	2	1	1
4	5	2	3	6
5	1	1	-1	.
5	2	2	0	8
5	3	4	3	8
5	4	0	.	3
5	5	.	0	.
6	1	5	5	5
6	2	5	4	6
6	3	4	5	8
6	4	6	5	8
6	5	2	.	3
7	1	0	.	0
7	2	0	2	2
7	3	2	3	5
7	4	2	3	4
7	5	0	2	3
8	1	-1	.	2
8	2	0	4	0
8	3	2	5	3
8	4	1	6	3
8	5	0	3	-1
9	1	1	3	2
9	2	2	3	2
9	3	0	1	-1
9	4	2	.	0
9	5	1	2	5
10	1	1	.	1
10	2	0	2	2
10	3	0	1	4
10	4	1	0	4
10	5	0	.	0
11	1	.	7	2
11	2	3	7	3
11	3	4	6	4
11	4	4	7	6
11	5	3	7	4
12	1	1	5	.
12	2	2	4	4
12	3	3	.	4
12	4	1	7	.
12	5	3	5	5
13	1	3	.	7
13	2	2	0	1
13	3	.	2	6
13	4	2	1	.
13	5	3	2	3
14	1	1	2	0
14	2	2	2	4
14	3	.	3	.
14	4	-1	1	0
14	5	1	3	2
15	1	2	1	1
15	2	2	0	0
15	3	-2	1	1
15	4	0	.	0
15	5	2	2	0
16	1	0	3	0
16	2	6	4	6
16	3	0	1	2
16	4	3	3	4
16	5	.	.	3
17	1	1	.	1
17	2	2	1	1
17	3	0	1	5
17	4	1	3	3
17	5	2	.	2
18	1	-4	-3	-4
18	2	-2	-2	-3
18	3	1	-1	0
18	4	-1	.	-2
18	5	-1	0	.
19	1	3	4	6
19	2	0	2	1
19	3	-1	3	.
19	4	1	2	.
19	5	2	4	0
20	1	0	3	1
20	2	-1	4	0
20	3	2	3	1
20	4	2	.	2
20	5	2	3	0
21	1	2	1	.
21	2	2	0	1
21	3	1	0	1
21	4	2	0	0
21	5	0	2	1
22	1	0	1	0
22	2	.	2	2
22	3	1	1	2
22	4	2	2	3
22	5	.	2	3
23	1	0	.	0
23	2	-2	2	0
23	3	.	2	1
23	4	1	2	3
23	5	1	4	4
24	1	.	3	0
24	2	1	2	1
24	3	.	.	3
24	4	1	2	0
24	5	0	2	3
25	1	2	0	0
25	2	.	0	0
25	3	2	0	5
25	4	4	0	3
25	5	4	1	4
26	1	1	2	2
26	2	0	0	-1
26	3	2	0	1
26	4	0	1	1
26	5	1	0	.
27	1	4	4	2
27	2	2	3	4
27	3	5	4	3
27	4	5	.	8
27	5	0	4	1
28	1	2	3	4
28	2	3	3	2
28	3	4	.	0
28	4	3	4	2
28	5	0	2	-2
29	1	0	1	0
29	2	-1	1	-3
29	3	-4	0	-2
29	4	0	0	1
29	5	2	1	0
30	1	2	.	4
30	2	2	3	3
30	3	3	3	6
30	4	1	4	5
30	5	3	3	3
31	1	.	1	2
31	2	4	3	7
31	3	3	2	6
31	4	5	1	8
31	5	3	3	6
32	1	0	2	2
32	2	-1	1	2
32	3	0	0	1
32	4	.	1	.
32	5	2	2	4
33	1	0	.	4
33	2	2	1	5
33	3	1	.	.
33	4	2	2	4
33	5	2	3	5
34	1	2	2	2
34	2	4	3	4
34	3	3	2	3
34	4	2	.	4
34	5	3	3	4
35	1	3	4	2
35	2	3	.	1
35	3	3	4	4
35	4	3	2	1
35	5	2	3	0
36	1	2	.	4
36	2	3	1	4
36	3	2	2	3
36	4	3	3	7
36	5	3	1	2
37	1	5	4	4
37	2	2	2	4
37	3	2	3	4
37	4	5	4	5
37	5	3	2	0
38	1	0	1	0
38	2	0	2	0
38	3	3	3	4
38	4	0	1	2
38	5	2	2	4
39	1	0	2	2
39	2	0	2	1
39	3	1	2	1
39	4	2	3	3
39	5	3	2	2
40	1	.	.	5
40	2	0	3	.
40	3	0	.	0
