1	2	1	4	3	2	0	2	.	5	4	3	5	0	1	.	2	2	3	1	2	1	0	1	0	.	2	4	2	2	5	2	3	3	3	3	2	4	3	6	5	3	.	2	2	3
2	2	3	2	.	4	4	5	1	6	2	2	2	4	2	2	4	4	8	5	3	4	1	.	.	4	2	2	5	3	5	5	5	.	5	3	8	3	2	.	4	3	5	2	2	1
3	6	.	8	5	.	7	3	4	5	6	5	9	9	5	12	8	5	7	7	4	7	7	5	6	5	4	6	5	3	8	6	5	.	5	4	6	6	5	7	3	.	4	7	5	13
4	4	3	4	4	3	3	5	4	6	4	4	9	2	3	5	4	4	7	1	2	3	4	4	7	4	5	.	6	.	6	2	4	3	.	4	3	.	2	5	5	3	4	2	2	4
5	2	.	3	4	3	7	2	.	6	5	4	6	3	2	3	4	3	9	6	4	5	3	3	5	2	2	4	3	2	7	4	2	5	0	3	1	3	3	3	5	3	6	4	.	3
6	8	6	11	.	5	8	.	5	6	3	4	3	6	4	6	6	5	4	8	4	8	.	3	5	6	6	9	5	4	5	4	5	6	5	.	9	6	5	7	6	4	8	2	4	3
7	0	1	-1	4	3	6	6	4	9	4	3	5	8	3	4	4	2	.	2	3	4	2	1	2	5	3	6	8	5	10	5	4	8	.	4	11	4	5	5	2	2	2	4	.	8
8	1	2	3	0	1	0	0	.	1	1	1	2	2	0	1	2	1	0	0	0	0	4	2	.	3	1	1	.	2	4	-2	0	-3	0	2	1	1	1	.	0	0	.	5	2	6
9	0	1	1	4	2	2	5	4	6	4	2	.	0	.	2	2	4	5	2	2	3	2	1	2	2	2	1	7	.	6	1	2	5	.	.	0	.	.	.	4	2	.	.	1	0
10	.	1	1	4	2	4	5	5	.	2	3	7	3	1	3	2	2	2	3	2	4	3	.	5	4	3	5	3	1	4	5	3	6	3	2	3	3	2	4	2	3	6	4	3	7
11	0	3	4	5	4	7	5	5	9	2	3	4	5	3	7	8	.	6	6	5	10	5	5	7	6	5	9	5	4	5	.	4	9	7	6	.	.	5	11	5	4	6	3	3	1
12	4	.	6	5	3	5	4	3	7	3	4	6	5	5	7	3	3	4	5	3	2	5	2	5	3	2	5	3	3	7	2	2	.	3	3	4	2	.	3	4	3	4	3	.	4
13	5	6	5	6	3	.	4	3	4	2	2	2	3	2	2	3	4	5	.	4	5	4	2	8	4	.	5	2	1	0	4	3	6	6	4	10	.	5	10	4	3	5	0	3	1
14	8	4	8	3	1	.	3	2	.	5	2	5	2	2	4	2	1	2	0	2	3	2	.	5	3	3	6	3	2	2	5	3	4	.	3	4	.	2	4	5	4	4	5	4	8
