1	3	2	5	3	0	2	2	4	3	2	6	4	4	1	5	5	2	2	4	4	0	0	2	2	0	1	0	1	4	3	3	5	1	3	5	6	2	3	5	3	-1	1	2	3	0	1	1	3	1	2	1	4	0	3	4	2	0	0	1	3
2	0	2	0	3	0	0	1	2	1	2	2	4	-1	0	0	0	0	1	0	1	0	1	1	2	0	1	-1	2	0	3	1	3	0	1	2	3	0	2	2	4	-1	1	1	4	0	1	3	4	0	2	3	5	1	3	2	6	3	1	0	3
3	-1	0	0	0	0	0	0	3	0	1	2	1	-1	1	1	1	0	1	2	2	0	2	4	2	0	1	0	3	-2	0	-1	0	-1	2	0	2	-3	0	1	0	1	1	0	1	-2	1	-1	0	0	0	-2	2	-6	-2	-6	-3	-2	-1	-3	0
4	3	2	3	4	3	2	6	5	0	1	2	2	1	1	0	2	3	2	4	3	4	4	7	5	2	2	5	5	1	2	2	1	0	0	0	1	3	2	3	3	1	1	3	2	1	1	3	1	0	2	0	2	5	3	5	4	4	3	5	5
5	2	3	4	3	0	2	2	0	2	3	3	2	1	1	0	0	0	2	2	1	3	2	4	3	0	0	-1	2	-1	1	-1	3	0	1	5	2	2	3	4	3	2	5	4	2	6	4	6	3	0	0	0	2	0	2	4	5	2	4	10	6
6	-5	0	-4	-3	-2	0	0	1	-2	0	-1	1	0	1	1	1	1	1	3	3	0	0	0	0	0	2	2	2	1	0	0	1	1	1	2	2	1	2	3	1	2	1	2	4	4	3	5	3	2	1	2	2	0	0	0	0	0	0	0	1
7	0	1	2	2	-2	2	1	2	-1	1	2	0	0	2	1	2	2	2	1	3	0	2	3	5	1	3	6	3	0	2	0	2	0	1	0	0	-2	1	0	0	1	2	2	2	1	3	3	2	4	4	4	4	1	3	5	4	3	2	5	2
8	3	4	6	5	0	2	2	1	0	0	1	1	0	2	-1	1	6	5	8	3	2	4	6	4	8	6	10	8	3	4	7	4	5	6	7	6	5	5	8	7	7	4	7	6	3	4	7	3	4	4	9	6	8	5	7	4	4	5	8	5
9	1	1	2	3	4	1	3	5	2	3	3	3	2	2	3	3	3	2	5	4	3	3	5	5	3	2	5	5	2	1	0	3	0	1	3	3	0	0	4	2	-1	0	0	4	3	2	3	5	5	3	6	7	5	3	6	6	4	2	5	6
10	5	3	1	3	2	3	2	5	2	1	0	4	4	3	5	5	1	2	2	4	3	3	4	4	4	3	3	4	3	1	4	4	3	3	2	4	3	2	3	3	1	4	2	3	4	1	3	3	5	4	5	5	6	4	5	8	3	1	2	3
11	3	2	1	2	0	0	1	2	0	0	1	0	1	1	1	3	-2	0	0	0	0	1	3	3	7	4	8	5	0	1	3	2	0	1	3	3	2	0	6	4	2	1	2	3	2	1	2	1	2	1	5	3	0	0	0	1	0	0	0	1
12	1	2	1	4	2	1	4	4	0	2	0	1	1	2	0	3	0	0	-2	2	-2	0	-2	2	4	4	4	5	4	3	5	5	1	2	4	5	0	1	1	3	3	2	4	2	0	0	-1	1	0	1	2	3	5	3	8	6	2	3	3	3
13	2	2	6	3	2	2	6	3	2	2	6	3	1	2	5	3	1	2	3	5	0	3	5	3	0	0	0	1	2	3	8	5	1	3	5	4	2	1	5	5	0	0	2	1	0	2	4	4	1	1	5	4	0	1	1	2	0	1	3	3
14	1	2	3	4	2	2	2	5	2	1	1	3	3	3	2	2	0	2	4	2	0	0	-2	0	0	1	2	2	0	1	0	1	-1	1	0	1	0	1	1	1	2	3	3	4	4	3	5	3	1	3	1	3	4	2	3	3	2	2	1	3
15	2	3	2	4	1	1	0	2	5	3	4	5	6	3	6	5	3	5	3	6	2	4	7	3	3	3	3	5	4	4	3	6	3	4	2	3	3	3	3	4	1	4	3	4	2	4	3	2	2	2	0	2	3	2	2	3	1	2	2	5
16	-2	-2	-2	-2	-2	-1	-2	0	-6	-3	-7	-2	-1	-1	0	0	0	0	2	3	0	1	2	2	0	0	2	2	2	0	2	4	2	0	0	3	0	1	2	3	0	0	0	3	2	0	3	3	-2	0	0	-1	-1	-1	-2	0	0	0	-1	0
17	1	1	3	3	0	2	0	3	0	2	2	1	2	1	3	5	2	2	2	3	2	2	3	5	3	2	4	3	3	2	2	3	0	0	-1	0	-1	0	1	0	1	2	2	1	0	2	0	2	0	2	1	1	2	2	2	2	0	2	0	2
18	3	5	8	5	4	6	6	6	3	5	4	5	2	5	2	2	6	4	8	7	2	2	3	3	0	3	4	4	0	4	3	4	1	2	3	3	0	2	-1	2	2	3	2	3	5	5	5	4	4	5	7	7	4	4	4	3	4	6	8	7
19	1	2	1	2	0	1	3	2	-1	1	-2	-1	0	1	1	0	0	0	1	1	1	1	4	2	2	2	3	1	4	2	5	3	2	1	1	1	1	1	4	3	2	3	6	2	2	2	2	1	2	3	3	2	5	3	7	4	3	3	5	2
20	2	3	4	4	2	3	1	1	4	3	6	4	5	3	6	3	0	2	2	2	4	5	5	4	6	4	9	6	0	2	0	2	0	2	0	0	2	3	2	4	4	3	7	3	2	2	3	0	2	2	3	3	4	2	5	3	4	3	3	5
21	3	6	7	7	6	4	6	6	2	3	4	4	1	3	2	2	0	3	0	0	0	2	0	1	3	4	2	2	3	3	2	3	4	3	5	4	2	4	3	4	4	3	3	3	4	4	6	4	2	3	0	4	3	3	5	4	1	2	1	3
22	3	1	4	3	3	2	3	3	2	2	4	3	1	0	2	1	0	2	4	3	1	1	3	1	3	0	4	2	0	1	1	1	0	1	0	0	-3	0	-1	1	0	3	4	2	1	1	3	2	7	4	7	6	5	3	5	5	5	4	9	5
23	1	3	5	3	4	2	3	4	4	3	5	5	3	4	6	6	3	3	6	4	2	4	6	4	4	4	7	8	7	5	7	6	0	2	1	3	4	5	9	6	4	4	7	5	4	3	4	5	4	3	4	6	2	2	2	5	0	4	4	4
24	4	4	6	6	3	4	3	7	4	3	5	4	-1	0	2	3	4	3	3	3	3	3	4	4	5	2	6	5	2	3	6	4	2	2	2	2	6	4	7	7	6	4	9	7	4	2	6	4	4	4	7	7	2	2	3	2	2	2	3	3
25	1	2	0	4	3	3	3	4	3	3	0	4	1	3	0	3	2	2	0	4	5	4	4	5	0	2	0	4	1	1	1	4	0	2	0	4	3	2	3	4	2	3	0	3	0	3	0	5	2	3	0	5	3	2	2	4	2	4	2	5
26	4	4	5	5	3	3	5	6	7	4	8	5	5	4	7	6	3	4	4	3	5	6	9	5	5	5	6	6	9	6	14	9	9	5	8	8	9	5	8	6	7	6	9	7	6	7	9	7	5	4	7	5	1	3	2	2	4	3	4	5
27	4	2	5	6	4	3	7	5	2	3	3	3	4	2	1	2	2	3	2	2	1	2	0	2	4	3	3	3	3	1	2	3	0	0	1	1	1	2	4	1	0	2	2	3	1	4	4	5	2	2	4	3	1	2	0	1	0	0	-1	1
28	2	2	1	3	2	1	3	4	0	0	0	0	1	2	4	3	-1	1	-1	1	0	2	1	1	2	2	4	4	1	1	3	3	3	3	5	5	1	1	1	2	3	3	4	4	-1	2	0	0	3	5	4	3	0	1	3	2	3	4	2	4
29	6	2	8	6	7	3	8	4	2	2	4	3	2	2	2	2	2	2	5	1	4	4	7	7	5	3	5	4	6	4	5	6	4	4	7	4	4	2	6	4	1	3	3	5	3	2	5	5	2	2	2	4	1	2	2	3	3	1	3	3
30	-2	0	-2	0	-2	1	-2	0	3	1	4	3	1	2	4	4	0	0	0	0	1	0	1	1	0	2	2	3	-1	2	-1	-1	0	0	2	2	0	0	-2	0	-2	1	-3	0	1	1	0	2	1	1	1	2	2	2	1	1	2	2	3	3
31	1	2	1	4	1	2	2	4	0	1	0	3	3	1	5	4	5	2	4	5	2	2	6	5	0	0	1	2	1	1	0	4	2	0	1	3	-2	0	-1	1	2	1	1	5	3	2	4	7	0	1	0	3	3	1	5	4	3	2	3	3
32	3	4	3	4	1	2	3	2	-1	2	-2	1	1	2	1	4	1	2	1	2	2	2	0	1	1	2	1	3	1	2	3	2	5	4	8	8	3	2	4	6	0	3	3	2	0	1	3	4	1	1	2	2	0	1	0	3	0	1	1	3
