1	2	1	3	3	1	1	4	1	3	2	4	5	3	3	5	4	3	0	1	1
2	3	3	4	4	3	4	2	5	0	1	0	1	4	3	6	3	3	3	3	4
3	7	5	7	5	6	4	8	6	5	4	10	6	7	5	10	6	5	4	6	4
4	4	3	3	2	4	3	2	4	5	4	7	5	2	3	4	3	3	4	6	4
5	6	4	5	4	3	4	7	4	4	2	3	2	3	3	6	4	3	4	7	6
6	6	4	9	5	6	5	10	8	4	5	7	4	7	4	8	5	6	5	6	5
7	4	4	5	6	2	2	4	3	2	2	2	2	3	2	6	4	8	5	9	7
8	3	2	5	4	2	3	4	3	2	2	4	3	2	2	1	2	1	2	2	2
9	2	2	4	3	2	3	3	3	4	3	4	3	2	1	0	1	5	3	6	4
10	3	3	5	4	1	2	4	2	4	3	6	4	6	4	5	7	0	3	2	2
11	6	6	7	8	5	4	4	6	7	4	7	7	4	5	8	6	8	6	10	7
12	2	3	3	1	5	2	7	3	5	2	4	3	2	4	7	4	3	2	3	5
13	3	5	3	2	3	3	5	5	2	3	3	1	6	3	7	8	5	4	4	3
14	1	4	5	2	6	3	7	5	5	4	4	6	4	2	2	4	4	2	4	5
15	3	2	4	4	2	1	0	3	1	3	3	2	4	3	5	2	2	2	5	4
16	9	6	11	9	6	6	9	7	6	4	9	5	4	4	4	5	6	4	8	6
17	5	4	5	5	5	4	8	6	3	2	4	3	6	4	5	5	2	1	4	4
18	1	1	0	2	0	1	1	2	0	0	1	0	0	2	1	2	0	0	-2	0
19	0	3	0	1	5	3	6	4	4	3	8	6	3	5	5	4	4	5	10	4
20	2	2	3	2	2	3	1	4	0	1	1	1	6	4	6	4	7	5	8	5
21	5	1	4	4	0	1	2	2	3	1	3	2	0	1	1	1	3	1	2	4
22	4	2	3	2	2	1	1	3	1	1	2	1	3	1	3	4	2	3	4	1
23	2	1	4	4	0	1	0	1	4	4	6	4	2	1	4	3	4	1	6	3
24	-1	0	-2	0	1	1	0	3	0	2	3	2	0	1	0	2	5	2	8	4
25	0	1	0	2	4	3	5	3	4	2	6	2	1	3	5	3	2	2	0	2
26	3	3	2	3	1	1	2	3	0	1	1	0	0	0	1	1	4	2	8	4
27	3	3	4	4	2	3	2	2	4	3	7	6	5	5	8	5	2	2	1	4
28	0	1	0	2	3	4	7	3	5	4	8	5	4	4	4	4	3	3	5	2
29	0	1	2	1	2	3	2	1	3	2	3	1	1	3	5	2	0	0	2	3
30	9	5	9	6	4	4	7	4	5	4	7	4	6	5	6	6	7	5	9	7
31	1	2	0	3	4	4	5	5	5	4	6	5	2	3	2	2	4	3	6	5
32	1	1	7	2	6	4	5	4	4	3	4	5	3	4	5	4	4	2	4	4
33	6	5	12	6	7	5	9	7	8	7	10	6	4	5	6	5	1	3	3	3
34	4	4	6	4	4	5	7	5	4	4	6	3	6	3	5	6	5	5	7	6
35	4	4	5	3	2	3	7	4	5	6	7	4	5	4	5	5	4	4	5	4
36	1	3	3	3	3	3	5	3	3	3	3	3	5	1	5	3	6	3	4	5
37	6	4	7	5	6	5	8	6	5	3	5	4	3	3	3	4	3	4	4	3
38	3	2	3	4	2	2	4	3	2	3	4	2	5	2	4	4	0	1	2	1
39	2	1	4	2	4	4	7	4	5	4	6	5	3	1	3	1	1	2	0	3
40	6	4	9	6	4	2	3	3	3	3	3	3	3	3	5	2	1	1	2	3
41	1	1	2	4	0	1	0	0	1	1	1	1	4	2	2	3	-1	2	2	2
42	4	3	6	2	3	3	5	6	4	1	1	2	3	3	6	3	5	3	6	4
43	4	2	2	3	2	2	2	1	2	1	2	2	4	2	2	3	5	2	5	5
44	8	5	11	7	10	6	11	7	7	6	8	8	8	5	8	8	8	5	8	6
45	4	4	5	6	3	3	3	2	6	4	9	5	3	3	3	4	5	4	6	5
46	2	1	2	1	5	3	5	2	2	2	3	3	1	2	5	0	5	3	4	4
47	5	4	6	4	5	4	8	4	0	1	3	1	5	4	8	6	3	1	4	3
48	3	3	6	3	3	4	6	5	2	4	5	3	4	3	3	3	4	4	5	5
49	6	4	9	5	5	3	6	6	8	5	11	7	4	4	6	6	2	4	9	5
50	2	1	2	3	8	4	10	8	3	3	4	3	5	5	8	4	5	3	5	5
51	7	5	8	6	4	3	5	3	5	4	6	5	5	3	2	4	3	3	5	3
52	5	3	5	4	6	4	8	4	4	3	6	4	0	1	2	0	3	1	6	4
53	3	3	5	5	5	4	5	3	5	2	5	4	1	0	4	2	3	3	3	5
54	7	5	9	7	9	6	9	7	4	4	7	7	5	5	7	5	6	6	8	6
55	0	2	2	1	2	3	4	4	3	2	5	4	0	1	1	2	3	3	5	5
56	8	4	10	7	7	3	8	5	5	5	7	5	5	5	6	9	4	4	9	5
57	0	2	6	3	1	3	5	4	1	2	2	1	0	0	0	1	-1	0	1	1
58	5	3	6	4	7	3	9	5	4	1	2	2	2	3	4	3	3	3	7	3
59	3	2	6	5	1	3	3	3	4	4	7	4	5	3	4	6	4	3	3	2
60	6	4	6	5	4	3	6	4	2	3	5	3	4	3	7	4	5	4	5	4
61	4	4	6	4	5	3	4	3	6	5	7	6	5	5	8	6	3	4	8	5
62	3	3	6	4	4	2	6	5	6	4	9	8	3	4	7	3	4	2	2	1
63	0	1	0	1	0	1	3	1	3	2	4	4	4	3	5	2	3	3	6	4
64	4	2	4	2	1	3	4	4	3	1	6	3	1	1	0	2	1	1	2	0
65	0	1	0	1	2	2	5	3	0	3	2	3	3	1	5	4	1	2	3	4
66	3	2	6	4	5	4	5	3	1	2	3	1	3	3	2	5	2	2	2	3
67	6	4	9	5	2	2	3	4	6	3	6	4	8	4	8	6	6	3	5	3
68	3	4	5	2	2	2	4	2	2	3	1	2	4	2	4	4	4	4	4	5
69	3	4	7	4	9	6	13	9	5	4	4	4	5	4	5	5	6	3	7	5
70	7	4	6	7	6	5	8	6	8	6	10	6	10	5	9	9	7	6	8	7
71	4	3	5	4	4	1	5	5	5	4	6	4	1	2	1	2	5	3	7	6
72	0	0	1	0	-2	0	-1	0	0	0	1	1	0	0	2	2	2	1	4	2
73	5	7	6	6	5	5	8	5	3	4	5	3	4	3	7	5	4	4	4	4
74	7	3	7	6	-1	1	1	0	5	3	5	4	3	3	4	2	4	3	5	4
75	1	1	2	1	2	2	4	3	1	2	3	2	5	2	6	3	4	2	6	3
76	7	5	8	8	7	4	8	5	8	5	10	8	8	5	6	6	6	5	8	5
77	5	4	5	2	1	2	1	2	3	3	4	3	4	3	8	6	4	3	6	5
78	3	3	3	2	1	0	4	3	1	2	1	0	1	1	2	2	3	2	4	3
79	1	1	4	4	4	4	7	5	4	3	3	3	7	4	8	6	3	2	5	3
80	1	3	4	4	3	2	6	4	3	2	3	3	4	3	6	5	3	2	5	5
81	2	2	3	3	3	3	2	1	4	3	7	4	6	5	6	8	5	4	9	4
82	3	2	4	3	4	4	5	6	4	2	4	4	3	3	3	5	5	3	6	5
83	8	4	9	6	2	2	1	2	4	3	4	4	0	2	0	0	4	3	6	2
84	6	4	8	6	5	5	9	4	2	2	5	2	5	5	8	5	7	6	7	9
85	4	3	5	1	1	3	2	4	4	3	8	3	4	4	7	2	4	2	4	3
86	6	4	7	6	2	3	7	4	4	3	4	4	4	4	13	7	5	2	8	4
87	7	4	8	4	5	4	4	4	2	6	9	6	5	5	6	5	5	3	8	4
88	3	4	4	3	1	3	5	4	3	3	3	4	3	4	4	2	6	6	8	4
89	4	3	8	4	2	2	4	1	1	2	0	2	2	3	1	2	2	3	2	4
90	6	5	7	5	4	4	6	6	9	5	10	5	4	4	5	4	3	2	2	5
91	6	5	7	5	5	4	4	4	6	5	7	6	5	4	7	5	7	3	5	8
92	1	2	3	3	6	4	8	4	6	4	8	5	2	3	1	3	6	4	7	7
93	6	4	4	6	8	4	9	6	3	3	8	2	5	3	6	5	2	4	5	4
94	5	2	3	5	0	1	0	1	0	2	0	2	3	2	4	3	1	2	2	2
95	5	4	5	5	3	4	2	4	3	2	6	4	6	4	4	4	5	6	8	7
96	1	2	0	1	3	2	3	0	2	1	4	2	2	3	3	2	5	2	5	3
97	8	8	13	10	4	3	7	4	5	5	7	6	6	6	7	6	8	7	13	8
98	5	4	7	4	5	5	8	7	7	4	9	9	5	4	5	4	8	6	9	8
99	2	4	8	5	1	1	3	3	5	3	5	4	5	3	6	2	2	5	7	3
100	2	3	2	1	3	1	5	3	0	1	0	0	0	2	3	3	4	2	2	1
