1	1	1	2	0
1	2	2	2	0
1	3	3	3	5
1	4	3	3	5
1	5	3	1	1
1	6	2	3	4
1	7	1	3	2
1	8	0	1	1
1	9	4	2	3
1	10	2	2	5
1	11	2	1	3
1	12	2	2	4
1	13	5	3	5
1	14	2	4	3
1	15	1	2	2
1	16	1	1	3
1	17	0	2	5
1	18	2	2	4
1	19	0	2	2
1	20	2	3	5
1	21	3	3	8
1	22	3	2	4
1	23	1	1	1
1	24	2	2	2
1	25	5	4	6
1	26	3	2	6
1	27	4	4	7
1	28	3	3	4
1	29	5	3	4
1	30	1	2	4
1	31	3	2	5
1	32	2	2	1
1	33	0	2	1
1	34	3	2	4
1	35	5	3	7
1	36	4	2	6
1	37	4	2	7
1	38	2	3	5
1	39	3	2	5
1	40	2	2	3
1	41	3	2	2
1	42	3	1	3
1	43	4	2	5
1	44	1	2	2
1	45	4	2	5
1	46	2	3	5
1	47	1	2	2
1	48	4	3	5
1	49	7	4	8
1	50	2	4	7
1	51	2	3	4
1	52	1	1	1
1	53	3	3	8
1	54	3	4	4
1	55	4	3	7
1	56	0	1	1
1	57	3	2	2
1	58	4	2	5
1	59	1	1	3
1	60	2	2	1
2	1	1	1	0
2	2	3	3	5
2	3	2	1	2
2	4	5	2	9
2	5	2	2	1
2	6	4	3	4
2	7	5	3	7
2	8	6	4	6
2	9	1	3	3
2	10	2	2	4
2	11	4	4	6
2	12	0	2	0
2	13	1	2	3
2	14	4	3	4
2	15	2	2	4
2	16	5	3	7
2	17	4	2	5
2	18	3	4	6
2	19	2	0	3
2	20	2	3	4
2	21	5	2	3
2	22	4	3	5
2	23	1	2	4
2	24	3	3	5
2	25	2	1	2
2	26	4	1	3
2	27	3	4	8
2	28	2	3	4
2	29	4	3	4
2	30	1	1	1
2	31	-2	0	1
2	32	4	3	7
2	33	5	4	7
2	34	5	2	4
2	35	4	4	6
2	36	2	2	4
2	37	4	2	2
2	38	2	1	0
2	39	5	3	7
2	40	7	4	8
2	41	4	2	8
2	42	3	3	5
2	43	4	3	4
2	44	3	0	3
2	45	4	3	7
2	46	2	0	5
2	47	3	1	3
2	48	1	2	0
2	49	3	2	3
2	50	2	1	3
2	51	4	2	4
2	52	2	1	3
2	53	5	5	8
2	54	2	2	5
2	55	6	5	8
2	56	0	1	0
2	57	2	2	2
2	58	3	2	4
2	59	1	1	1
2	60	4	4	7
3	1	5	3	6
3	2	8	4	9
3	3	8	4	11
3	4	6	4	9
3	5	4	3	6
3	6	7	6	9
3	7	5	5	7
3	8	6	4	5
3	9	4	3	7
3	10	9	6	9
3	11	5	5	8
3	12	3	3	4
3	13	9	5	7
3	14	6	5	6
3	15	5	4	4
3	16	2	2	3
3	17	6	4	7
3	18	8	6	12
3	19	5	6	5
3	20	5	4	7
3	21	5	4	6
3	22	6	4	9
3	23	6	5	7
3	24	7	5	9
3	25	5	5	4
3	26	8	4	9
3	27	5	3	7
3	28	5	4	6
3	29	7	4	9
3	30	7	5	8
3	31	3	4	4
3	32	7	5	9
3	33	6	6	8
3	34	4	4	6
3	35	6	4	12
3	36	6	3	6
3	37	7	5	10
3	38	7	5	9
3	39	4	4	9
3	40	5	4	7
3	41	7	4	7
3	42	7	6	12
3	43	6	5	10
3	44	7	5	8
3	45	5	2	4
3	46	4	5	8
3	47	6	6	8
3	48	5	4	8
3	49	7	5	8
3	50	6	5	10
3	51	6	6	8
3	52	6	4	7
3	53	7	4	6
3	54	5	5	4
3	55	6	4	10
3	56	3	5	3
3	57	3	3	5
3	58	4	2	6
3	59	4	5	7
3	60	5	5	6
4	1	3	3	5
4	2	7	5	6
4	3	3	4	2
4	4	4	2	3
4	5	3	3	3
4	6	2	4	4
4	7	1	2	4
4	8	4	3	5
4	9	3	2	2
4	10	2	2	1
4	11	2	3	6
4	12	4	5	6
4	13	6	5	9
4	14	2	3	2
4	15	3	3	0
4	16	6	4	9
4	17	4	2	4
4	18	4	3	5
4	19	2	4	6
4	20	1	1	1
4	21	3	2	3
4	22	1	2	3
4	23	4	3	4
4	24	4	2	6
4	25	0	1	1
4	26	5	3	7
4	27	2	3	7
4	28	0	3	2
4	29	2	4	6
4	30	5	4	8
4	31	6	4	9
4	32	3	2	5
4	33	3	2	5
4	34	4	3	5
4	35	4	4	7
4	36	6	4	8
4	37	4	3	6
4	38	5	2	6
4	39	5	3	3
4	40	2	4	6
4	41	1	2	4
4	42	0	3	4
4	43	3	3	5
4	44	2	2	2
4	45	3	4	4
4	46	4	3	5
4	47	4	3	7
4	48	5	4	5
4	49	2	3	2
4	50	6	4	7
4	51	8	5	8
4	52	7	2	7
4	53	0	1	0
4	54	6	4	8
4	55	5	3	4
4	56	4	3	6
4	57	4	3	7
4	58	5	4	3
4	59	4	2	6
4	60	4	3	7
5	1	4	3	6
5	2	6	2	6
5	3	8	5	8
5	4	2	3	5
5	5	5	4	5
5	6	0	2	0
5	7	7	5	11
5	8	5	4	5
5	9	9	5	10
5	10	4	3	5
5	11	5	4	10
5	12	2	3	5
5	13	4	2	5
5	14	4	4	5
5	15	4	2	6
5	16	5	2	2
5	17	6	4	7
5	18	3	4	5
5	19	1	2	2
5	20	2	3	6
5	21	4	3	6
5	22	5	4	5
5	23	3	3	8
5	24	3	3	3
5	25	6	3	6
5	26	5	4	7
5	27	5	3	7
5	28	3	3	6
5	29	3	2	5
5	30	6	5	8
5	31	0	3	3
5	32	2	2	5
5	33	4	4	6
5	34	1	2	4
5	35	4	3	6
5	36	5	4	9
5	37	4	3	6
5	38	3	3	4
5	39	3	3	6
5	40	3	4	4
5	41	6	3	8
5	42	4	3	7
5	43	4	4	7
