1	3	4	3	5	5	1	4	2	1	1	0	3	2	1	4	-2	2	-1	1	0	2	3	3	2	3
2	1	3	0	3	3	0	4	0	1	1	0	3	0	0	0	0	4	1	2	2	0	3	1	1	2
3	2	4	3	1	6	2	3	1	3	3	8	5	6	6	9	2	3	5	3	7	6	4	8	6	9
4	-1	0	-3	1	0	1	2	1	4	3	0	3	1	0	2	1	2	0	2	1	2	4	5	4	6
5	-1	0	0	3	0	0	4	2	4	4	4	3	5	6	4	1	3	4	3	1	0	1	2	3	2
6	8	4	8	5	8	4	4	5	5	6	2	4	3	2	4	2	2	3	3	3	5	5	10	5	9
7	1	0	0	2	1	0	0	-1	1	1	3	1	2	3	3	1	3	4	3	3	0	1	-2	3	0
8	-4	0	-2	2	-3	-1	1	1	3	0	2	2	2	3	2	1	0	2	3	1	-1	0	-2	2	0
9	0	2	2	0	0	0	3	1	2	3	1	4	0	1	4	1	4	2	2	2	0	3	2	2	1
10	2	2	4	3	7	0	0	1	2	2	2	0	3	1	2	2	3	3	4	4	3	2	5	4	5
11	0	0	2	3	2	2	3	7	4	5	4	5	7	7	6	1	3	4	4	2	5	3	6	6	5
12	1	1	2	3	2	3	3	3	5	7	3	3	3	4	5	2	4	4	5	4	2	1	5	4	5
13	3	5	3	6	6	2	5	5	5	7	4	5	4	7	8	1	2	2	4	4	-2	2	-1	0	1
14	0	1	2	3	3	2	2	3	4	3	2	2	1	4	3	1	2	4	4	5	5	3	4	2	4
15	1	0	0	1	1	2	1	0	1	0	1	1	1	2	2	1	0	0	0	3	1	1	0	1	1
16	2	5	1	1	1	2	5	3	1	3	2	4	3	1	4	1	4	5	2	5	2	6	5	3	7
17	3	3	5	3	6	3	3	4	4	6	1	1	1	2	5	0	2	3	1	2	1	1	1	3	2
18	0	0	-3	0	1	-2	0	-2	0	0	0	-1	1	0	0	0	-1	-1	0	3	-6	-1	-3	0	-2
19	1	2	4	6	3	6	1	6	7	4	6	1	6	5	6	1	2	3	3	3	0	0	2	2	1
20	4	2	8	5	7	0	0	2	0	4	2	0	1	2	3	0	1	3	2	3	-1	0	0	0	0
21	0	0	3	1	1	-2	0	-1	1	0	0	-1	0	1	1	0	2	2	4	4	0	1	0	1	-1
22	2	2	3	4	4	0	2	4	4	3	0	3	0	2	4	0	3	2	2	3	2	4	5	3	5
23	2	2	2	3	4	0	4	0	0	2	0	1	0	1	2	0	3	2	2	4	2	3	4	3	5
24	3	3	3	5	4	0	2	4	5	6	0	1	0	3	3	0	3	2	5	4	0	2	4	3	4
25	1	0	0	2	2	0	0	0	0	2	1	1	2	1	4	0	0	-3	0	1	2	1	0	1	3
26	0	0	1	2	1	0	0	3	1	5	0	0	0	1	1	-1	0	0	0	0	1	1	1	1	5
27	4	4	6	10	8	6	2	4	8	8	0	1	2	4	2	3	4	7	8	8	2	1	4	7	5
28	1	2	5	4	4	2	2	4	5	4	1	1	4	4	3	2	1	3	3	5	4	2	4	4	5
29	0	2	2	4	3	2	2	3	4	3	4	3	6	6	6	0	4	2	5	2	0	3	1	1	0
30	1	0	-1	0	3	7	3	10	6	10	3	2	3	1	5	8	5	9	7	6	4	3	3	3	6
31	6	5	5	4	7	4	5	3	2	4	4	5	3	5	6	4	4	2	5	6	4	5	4	3	4
32	0	3	2	3	5	2	3	2	3	5	2	2	1	4	4	-1	0	-3	1	0	1	2	1	1	2
33	4	3	4	4	4	4	2	3	5	5	3	3	4	4	5	0	2	0	2	1	3	5	5	4	4
34	5	2	7	4	6	5	3	7	5	9	3	3	3	4	3	2	3	2	3	4	6	3	8	6	6
35	0	1	1	2	2	1	2	3	2	5	2	4	6	4	6	-1	1	0	3	3	1	1	6	4	6
