1	1	3	2	3
1	2	7	4	8
1	3	3	5	4
1	4	3	3	3
1	5	5	4	6
2	1	2	3	3
2	2	5	2	5
2	3	1	2	.
2	4	.	1	2
2	5	0	1	.
3	1	0	1	.
3	2	0	0	0
3	3	0	0	0
3	4	0	0	0
3	5	-1	0	.
4	1	1	0	2
4	2	3	2	2
4	3	3	2	.
4	4	1	2	0
4	5	0	1	0
5	1	2	2	3
5	2	1	1	2
5	3	2	3	2
5	4	3	2	4
5	5	1	3	1
6	1	-1	0	-1
6	2	-3	0	-3
6	3	0	0	0
6	4	0	0	0
6	5	0	0	0
7	1	0	3	4
7	2	0	1	2
7	3	0	.	4
7	4	-1	0	-1
7	5	0	0	1
8	1	3	4	3
8	2	2	.	3
8	3	.	4	7
8	4	.	6	5
8	5	.	4	4
9	1	3	4	6
9	2	6	5	6
9	3	.	2	6
9	4	.	4	7
9	5	0	2	0
10	1	2	2	3
10	2	2	3	4
10	3	0	1	0
10	4	3	3	6
10	5	6	6	9
11	1	2	2	.
11	2	2	2	3
11	3	0	1	3
11	4	1	0	4
11	5	0	2	0
12	1	0	2	0
12	2	0	1	5
12	3	0	1	.
12	4	2	1	2
12	5	1	2	5
13	1	0	2	0
13	2	2	2	3
13	3	2	3	1
13	4	-2	1	0
13	5	2	1	4
14	1	5	4	7
14	2	2	3	5
14	3	4	2	.
14	4	3	2	5
14	5	3	.	4
15	1	1	.	4
15	2	0	3	2
15	3	4	4	7
15	4	1	3	5
15	5	4	3	7
16	1	-2	0	2
16	2	.	2	3
16	3	2	2	4
16	4	2	2	2
16	5	.	2	.
17	1	2	2	4
17	2	2	2	0
17	3	.	2	.
17	4	1	1	0
17	5	.	0	2
18	1	4	4	.
18	2	4	4	2
18	3	1	3	0
18	4	1	4	2
18	5	0	4	1
19	1	2	2	2
19	2	0	.	.
19	3	0	1	0
19	4	2	2	3
19	5	.	.	6
20	1	.	4	5
20	2	3	.	0
20	3	2	4	3
20	4	4	3	6
20	5	.	4	0
21	1	4	3	.
21	2	4	2	3
21	3	4	2	5
21	4	.	3	6
21	5	5	4	8
22	1	1	2	4
22	2	1	2	.
22	3	2	3	6
22	4	2	4	7
22	5	0	2	1
23	1	3	4	3
23	2	4	5	4
23	3	4	5	8
23	4	1	3	1
23	5	3	2	.
24	1	6	4	8
24	2	4	3	6
24	3	1	1	4
24	4	3	4	4
24	5	4	4	6
25	1	0	2	3
25	2	1	2	4
25	3	4	3	3
25	4	1	2	4
25	5	2	3	4
26	1	2	2	4
26	2	4	4	2
26	3	4	5	.
26	4	6	4	5
26	5	4	5	8
27	1	3	0	1
27	2	1	1	0
27	3	1	.	3
27	4	1	.	2
27	5	0	1	0
28	1	1	1	4
28	2	0	1	2
28	3	1	.	4
28	4	2	1	3
28	5	0	.	3
29	1	5	3	8
29	2	5	4	6
29	3	5	5	6
29	4	4	4	7
29	5	3	5	6
30	1	-1	.	.
30	2	-1	0	0
30	3	-1	0	0
30	4	0	0	0
30	5	0	.	-4
31	1	0	1	0
31	2	3	3	7
31	3	0	1	0
31	4	2	2	5
31	5	1	2	3
32	1	.	.	3
32	2	3	3	2
32	3	3	4	5
32	4	1	1	2
32	5	0	1	2
33	1	0	.	.
33	2	2	0	1
33	3	.	1	1
33	4	-1	1	1
33	5	1	1	2
34	1	-1	.	0
34	2	0	1	-1
34	3	0	0	0
34	4	3	3	1
34	5	0	2	0
35	1	0	.	1
35	2	0	1	2
35	3	2	1	2
35	4	0	.	2
35	5	0	2	1
36	1	0	.	0
36	2	0	0	.
36	3	1	0	0
36	4	-2	0	-3
36	5	0	1	1
37	1	3	2	2
37	2	3	3	2
37	3	3	.	2
37	4	0	0	-1
37	5	.	1	0
38	1	3	2	.
38	2	2	2	.
38	3	5	2	6
38	4	2	2	5
38	5	2	1	3
39	1	1	2	4
39	2	5	2	3
39	3	2	1	4
39	4	.	3	4
39	5	3	.	5
40	1	3	1	3
40	2	.	3	3
40	3	2	2	4
40	4	1	3	0
40	5	2	3	3
41	1	2	3	5
41	2	2	3	.
41	3	4	4	3
41	4	2	3	7
41	5	2	2	2
42	1	2	3	1
42	2	2	3	0
42	3	3	.	5
42	4	.	5	2
42	5	0	2	0
43	1	4	5	.
43	2	7	7	8
43	3	6	6	8
43	4	8	6	10
43	5	6	5	8
44	1	-2	0	-2
44	2	-4	0	-3
44	3	-4	0	-2
44	4	-2	0	0
44	5	-2	0	-2
45	1	-1	0	-2
45	2	-1	1	0
45	3	3	2	3
45	4	2	2	0
45	5	0	1	0
46	1	.	7	8
46	2	5	4	10
46	3	6	5	.
46	4	0	3	3
46	5	.	4	.
47	1	4	3	2
47	2	3	5	4
47	3	4	5	4
47	4	4	.	4
47	5	.	3	0
48	1	2	1	3
48	2	0	1	-2
48	3	0	0	-1
48	4	0	2	1
48	5	.	.	4
49	1	-1	0	0
49	2	0	1	0
49	3	2	0	3
49	4	0	1	0
49	5	0	0	-1
50	1	.	0	0
50	2	1	3	2
50	3	.	4	5
50	4	3	3	3
50	5	2	2	3
