1	0	2	0	5	0	0	0	4	2	1	1	4	2	1	2	5	2	2	2	7
2	1	2	4	3	2	4	5	4	0	2	7	5	1	1	3	4	0	1	0	2
3	3	3	7	5	3	3	8	5	4	4	4	4	5	3	8	6	6	5	9	7
4	4	4	5	6	2	3	2	4	0	0	-2	3	1	1	2	3	2	3	4	5
5	4	1	4	5	3	2	4	4	2	2	6	4	0	0	1	1	4	2	2	4
6	5	5	4	4	6	4	7	5	5	3	7	5	6	4	6	5	4	3	6	4
7	0	1	0	0	2	3	5	4	0	2	3	3	1	1	2	0	3	1	5	2
8	1	0	0	1	2	0	1	1	3	0	4	2	0	-1	0	0	0	0	3	1
9	2	2	3	6	2	1	5	6	3	2	4	5	0	1	1	4	4	2	6	6
10	2	3	1	3	3	4	3	5	0	1	0	0	4	3	4	2	2	4	4	5
11	3	2	4	3	1	2	3	3	3	3	4	2	2	3	2	4	4	3	5	4
12	1	3	4	5	0	1	-1	0	1	5	3	4	3	4	6	4	4	4	7	6
13	3	0	7	7	3	0	3	5	-1	0	1	3	2	0	3	3	0	1	2	4
14	2	3	5	4	1	2	3	2	0	2	3	0	3	3	7	6	2	2	8	4
15	1	1	3	1	0	3	3	1	-2	1	-1	2	1	3	2	5	0	1	1	1
16	6	4	6	8	4	4	6	7	5	3	6	7	4	4	8	8	4	3	4	5
17	4	4	8	4	1	1	2	2	0	3	3	2	5	5	4	5	2	3	5	3
18	-3	-1	-5	-3	-1	-2	-3	0	-1	0	0	0	1	0	0	1	-1	0	-2	0
19	1	2	7	3	5	4	3	5	6	3	8	4	3	2	5	2	3	2	3	1
20	0	0	0	0	2	0	3	0	0	1	2	1	2	1	1	0	4	0	1	1
21	2	2	4	2	-2	0	-1	-1	0	1	0	0	-1	0	0	2	0	2	0	1
22	0	1	2	5	0	0	2	4	-1	1	2	2	-3	0	-3	0	2	4	7	7
23	0	1	0	4	1	1	3	4	3	0	4	4	2	1	2	5	3	1	4	3
24	-2	3	3	2	0	0	3	4	-1	1	0	3	0	1	6	4	1	2	0	3
25	2	4	5	4	-1	2	-3	0	0	2	2	3	2	4	2	2	0	5	1	2
26	0	1	2	1	0	0	-1	0	0	1	0	1	0	1	0	0	0	-1	-5	0
27	2	3	4	4	1	3	4	4	3	3	5	4	1	3	1	3	2	4	3	4
28	1	4	5	2	1	2	3	3	0	1	2	1	1	1	4	3	1	3	3	2
29	-1	0	0	1	-2	0	-2	0	2	0	3	4	0	1	0	3	0	0	0	3
30	6	4	6	4	1	3	2	3	4	4	7	5	2	3	1	2	3	3	4	3
31	0	3	2	4	0	2	0	3	2	4	2	5	1	5	3	5	3	5	5	6
32	-1	1	0	2	2	2	2	3	3	3	4	5	1	2	0	0	2	3	2	3
33	4	5	5	5	4	2	4	5	5	3	5	4	2	2	3	5	0	3	2	4
34	0	1	-3	1	3	3	4	4	3	1	5	4	4	3	3	5	3	3	4	3
35	4	2	7	5	2	1	6	5	3	1	3	4	4	2	6	5	1	1	2	2
36	0	4	4	3	5	5	7	5	1	4	3	3	4	7	4	4	0	3	0	1
37	3	1	4	4	4	0	4	2	3	1	4	4	1	0	2	3	2	1	5	1
38	0	2	2	2	3	3	3	2	4	3	4	5	-1	1	0	0	1	5	2	4
39	0	3	0	2	3	4	6	5	3	3	6	3	0	3	2	3	-1	3	0	3
40	5	0	2	1	2	0	2	1	3	2	5	1	0	0	-2	0	-1	-1	0	0
41	3	3	5	5	1	2	3	3	1	2	3	3	2	3	2	4	1	3	4	2
42	-1	0	-1	0	3	2	3	4	0	1	2	3	2	1	2	3	2	2	2	2
43	2	0	3	3	0	1	0	3	1	0	2	4	0	0	-1	3	0	-1	0	2
44	7	4	8	6	6	2	4	5	6	3	7	7	4	3	4	5	6	3	5	5
45	6	3	8	6	2	0	2	3	3	0	-1	2	2	1	2	4	4	2	3	2
46	0	0	3	2	3	1	4	6	0	0	3	3	0	0	3	2	0	0	2	3
47	4	2	1	4	4	0	5	3	2	1	4	4	4	0	0	4	4	2	3	3
48	4	2	0	3	4	3	2	2	1	2	0	1	4	3	5	5	2	3	2	2
49	3	5	2	4	5	5	7	4	7	6	7	4	1	4	0	4	1	4	1	1
50	-2	0	0	2	4	2	2	4	0	0	3	4	4	1	4	5	2	1	3	4
