1	2	2	2	3	0	3	5	2	0	3	4	1	3	4	6	4	4	5	4	3
2	1	3	4	4	4	4	4	5	0	4	3	1	1	2	0	1	1	2	3	3
3	0	1	-1	0	-2	0	0	1	-4	-1	-2	0	-4	-1	-4	-1	0	0	0	0
4	3	3	3	5	3	0	1	2	2	2	1	2	1	1	0	3	1	0	0	2
5	2	4	4	2	4	2	5	3	5	5	8	4	5	4	7	3	0	4	0	1
6	0	0	1	1	0	-1	0	1	0	0	0	2	0	0	0	0	4	0	5	4
7	0	0	0	0	0	0	2	0	4	1	6	0	3	2	6	3	3	3	3	5
8	1	3	4	4	4	3	7	4	2	2	6	4	4	2	5	3	2	2	6	4
9	6	4	6	7	2	3	1	4	3	3	3	4	1	2	1	4	2	2	1	2
10	0	3	3	2	4	2	5	4	4	2	5	4	4	4	4	5	7	4	6	5
11	0	0	0	2	1	0	4	5	3	1	5	6	1	1	2	4	3	1	7	5
12	1	1	2	4	3	1	4	5	0	1	2	5	0	0	1	4	3	2	6	5
13	3	2	2	4	3	3	4	5	-1	1	-2	1	0	3	0	1	-2	1	-3	0
14	3	2	5	4	1	0	1	4	3	3	4	4	3	1	3	2	2	2	2	4
15	3	3	4	3	1	2	2	4	2	2	2	4	0	1	0	1	0	2	3	1
16	0	0	5	2	0	1	1	0	2	1	2	3	2	1	4	2	1	0	1	1
17	0	0	3	1	0	1	1	1	1	0	2	3	1	2	3	3	1	0	2	1
18	4	6	6	5	3	4	4	4	7	6	9	7	6	4	8	6	4	4	3	7
19	0	0	1	0	3	1	1	1	2	2	4	2	0	1	4	2	2	0	2	2
20	2	3	6	5	2	1	5	6	3	3	5	5	2	3	5	5	0	2	4	4
21	4	2	5	3	4	4	6	6	5	4	4	7	4	4	3	4	5	4	7	7
22	3	3	7	4	5	4	10	6	4	4	5	4	3	4	6	3	0	2	2	1
23	6	6	9	8	2	4	7	5	5	3	7	6	3	4	5	5	4	4	6	5
24	2	3	4	4	3	3	6	6	3	4	5	4	5	4	7	7	4	2	3	3
25	3	4	2	4	0	3	1	3	0	1	0	0	-1	2	0	2	0	4	-3	3
26	6	4	3	6	2	3	2	4	2	4	1	3	1	2	1	3	5	4	3	3
27	2	0	1	3	3	1	2	4	-1	0	0	1	0	0	0	1	3	1	3	5
28	2	2	4	4	0	0	1	2	-2	0	-4	0	-3	0	-3	0	-1	0	-5	0
