1	1	1	2	3	3
1	2	1	2	1	2
1	3	2	4	4	5
1	4	0	1	3	4
1	5	3	2	4	5
1	6	0	2	3	3
1	7	-1	0	1	1
1	8	2	2	5	4
1	9	1	2	5	4
1	10	1	1	3	3
1	11	-1	0	1	2
1	12	0	1	1	4
1	13	0	2	1	4
1	14	1	2	3	2
1	15	0	1	0	1
1	16	4	1	6	4
1	17	1	2	2	4
1	18	3	2	4	2
1	19	4	3	10	7
1	20	4	4	6	6
1	21	2	3	5	4
1	22	1	1	3	4
1	23	3	3	8	6
1	24	0	0	0	1
1	25	2	0	4	4
1	26	0	2	2	3
1	27	0	1	2	4
1	28	3	2	5	6
1	29	1	2	3	4
1	30	2	1	3	4
1	31	1	1	4	4
1	32	3	2	5	6
1	33	2	3	5	5
1	34	0	1	3	3
1	35	3	3	4	3
1	36	-1	0	2	2
1	37	0	2	4	3
1	38	2	3	6	5
1	39	4	2	7	6
1	40	4	4	7	6
1	41	3	1	7	4
1	42	3	2	8	4
1	43	4	3	8	6
1	44	5	3	6	7
1	45	3	3	6	4
1	46	5	3	5	5
1	47	3	1	4	5
1	48	1	2	5	4
1	49	2	3	5	6
1	50	2	2	4	6
1	51	2	1	5	3
1	52	0	0	3	2
1	53	0	0	-2	2
1	54	0	0	2	2
1	55	0	2	5	4
1	56	1	1	4	3
1	57	1	1	2	2
1	58	-1	1	2	3
1	59	2	2	4	6
1	60	1	2	4	5
1	61	1	0	1	0
1	62	1	1	5	4
1	63	0	1	2	2
1	64	3	3	5	6
1	65	4	2	4	4
1	66	0	1	2	2
1	67	0	1	-1	2
1	68	1	2	3	4
1	69	3	2	8	5
1	70	1	2	6	4
1	71	2	3	5	4
1	72	1	2	5	5
1	73	4	2	7	5
1	74	0	1	2	5
1	75	4	2	7	5
1	76	3	2	5	4
1	77	2	2	4	4
1	78	0	1	4	2
1	79	0	1	2	3
1	80	1	1	4	4
1	81	2	2	4	6
1	82	4	2	5	5
1	83	0	3	5	4
1	84	-1	1	3	3
1	85	0	1	3	3
1	86	-1	0	1	3
1	87	2	3	8	7
1	88	2	3	7	3
1	89	1	3	5	4
1	90	1	1	4	5
1	91	3	2	4	4
1	92	0	1	3	5
1	93	2	1	1	3
1	94	2	0	2	3
1	95	4	2	7	6
1	96	2	1	5	4
1	97	2	3	9	7
1	98	3	3	5	4
1	99	4	3	8	6
1	100	3	2	7	6
1	101	4	3	6	7
1	102	5	3	6	6
1	103	4	3	8	4
1	104	5	4	9	6
1	105	1	2	5	6
1	106	4	4	5	3
1	107	3	2	6	4
1	108	3	3	7	5
1	109	1	3	5	5
1	110	2	2	4	4
1	111	0	1	0	3
1	112	0	1	2	1
1	113	2	2	6	5
1	114	0	1	2	2
1	115	0	2	3	3
1	116	0	0	-2	1
1	117	0	1	4	2
1	118	1	2	4	3
1	119	2	4	5	4
1	120	2	2	4	5
2	1	2	3	1	2
2	2	1	0	0	3
2	3	0	0	5	3
2	4	0	1	0	3
2	5	0	0	-1	0
2	6	0	0	0	0
2	7	-2	0	0	2
2	8	1	2	3	2
2	9	0	1	1	3
2	10	0	3	2	2
2	11	1	0	2	2
2	12	0	2	3	5
2	13	3	1	3	4
2	14	2	1	3	2
2	15	1	2	0	3
2	16	1	0	3	5
2	17	2	2	2	4
2	18	2	2	5	5
2	19	1	3	1	4
2	20	2	2	4	4
2	21	0	1	2	1
2	22	2	2	2	4
2	23	0	2	2	2
2	24	0	2	3	3
2	25	-1	1	1	2
2	26	-3	0	-3	0
2	27	0	1	0	4
2	28	0	1	-1	2
2	29	0	1	0	4
2	30	4	3	5	6
2	31	7	4	7	5
2	32	2	2	0	2
2	33	3	4	5	5
2	34	2	2	3	3
2	35	2	3	5	5
2	36	2	3	5	6
2	37	1	2	5	6
2	38	5	1	8	6
2	39	1	2	2	4
2	40	3	2	5	5
2	41	2	2	2	3
2	42	0	0	0	2
2	43	2	2	5	4
2	44	3	3	6	6
2	45	3	2	5	6
2	46	0	2	5	4
2	47	3	2	5	5
2	48	2	2	2	5
2	49	1	1	5	4
2	50	2	3	3	3
2	51	4	0	4	4
2	52	0	2	0	0
2	53	0	1	0	2
2	54	2	2	3	3
2	55	2	2	1	5
2	56	3	2	4	4
2	57	2	3	5	6
2	58	3	3	2	4
2	59	0	2	1	4
2	60	-1	1	-2	3
2	61	0	2	1	2
2	62	1	2	0	3
2	63	4	2	4	5
2	64	0	0	1	5
2	65	0	0	0	2
2	66	1	1	2	3
2	67	0	1	4	5
2	68	1	0	3	2
2	69	0	3	1	4
2	70	4	2	5	7
2	71	5	3	7	8
2	72	6	2	7	5
2	73	4	3	5	6
2	74	6	6	9	9
2	75	4	2	5	5
2	76	0	2	1	4
2	77	4	3	6	6
2	78	3	2	4	6
2	79	0	1	3	3
2	80	0	3	1	2
2	81	0	1	1	2
2	82	1	1	0	2
2	83	4	3	6	6
2	84	2	3	3	6
2	85	3	1	3	3
2	86	3	0	5	5
2	87	0	2	2	4
2	88	2	2	5	5
2	89	-1	1	2	4
2	90	1	3	2	2
2	91	0	0	1	1
2	92	2	0	1	2
2	93	2	2	1	3
2	94	0	1	-1	2
2	95	0	2	0	0
2	96	2	1	3	5
2	97	2	3	2	4
2	98	0	1	1	5
2	99	2	1	0	3
2	100	0	0	0	2
2	101	0	2	3	3
2	102	0	1	0	2
2	103	0	0	3	3
2	104	-2	1	2	1
2	105	-1	0	1	3
2	106	-1	2	0	2
2	107	-1	1	0	2
2	108	4	1	0	3
2	109	3	3	0	4
2	110	1	2	2	2
2	111	1	2	5	5
2	112	3	2	2	6
2	113	3	3	4	5
2	114	-1	1	2	3
2	115	-1	1	0	3
2	116	1	1	1	2
2	117	4	3	4	5
2	118	2	2	3	6
2	119	6	5	11	9
2	120	8	4	9	9
3	1	-1	1	0	0
3	2	0	1	2	2
3	3	0	-1	0	2
3	4	0	2	-1	3
3	5	0	1	0	2
3	6	0	2	1	3
3	7	0	1	1	2
3	8	-1	0	0	2
3	9	0	0	0	2
3	10	-1	0	-1	1
3	11	0	0	1	3
3	12	-1	0	0	2
3	13	-1	0	0	0
3	14	-3	-1	-5	-1
3	15	-2	0	-1	0
3	16	-2	0	0	1
3	17	-2	-1	2	0
3	18	0	1	0	1
3	19	-1	0	0	0
3	20	0	0	1	2
3	21	-1	0	0	1
3	22	-1	0	-1	2
3	23	-2	0	-1	0
3	24	-3	0	-5	0
3	25	-2	0	-5	-1
3	26	-1	1	0	1
3	27	-3	0	-1	0
3	28	0	1	2	3
3	29	-2	0	-3	0
3	30	0	0	2	4
3	31	0	0	0	0
3	32	-2	0	-1	-2
3	33	0	0	0	1
3	34	0	0	4	1
3	35	1	2	3	0
3	36	1	1	5	1
3	37	2	1	2	4
3	38	0	1	0	1
3	39	2	1	2	3
3	40	0	2	2	2
3	41	2	2	2	1
3	42	1	2	2	3
3	43	0	1	0	2
3	44	-1	0	0	0
3	45	-3	0	-4	-1
3	46	-1	0	0	-1
3	47	-3	0	-2	-1
3	48	-1	1	0	0
3	49	0	0	4	3
3	50	1	1	4	2
3	51	3	2	5	4
3	52	0	0	0	2
3	53	0	0	0	0
3	54	-4	0	-1	0
3	55	-1	1	6	3
3	56	0	1	3	1
3	57	-1	0	0	2
3	58	-2	0	-2	0
3	59	-1	0	-1	0
3	60	-3	0	-1	1
3	61	-5	0	-3	0
3	62	0	0	3	1
3	63	0	1	1	1
3	64	-3	2	1	0
3	65	0	1	0	2
3	66	1	0	1	1
3	67	0	2	4	3
3	68	0	1	2	1
3	69	0	0	3	2
3	70	0	2	0	1
3	71	-1	1	1	1
3	72	0	0	0	0
3	73	1	2	3	2
3	74	-3	0	0	1
3	75	0	1	2	1
3	76	-3	0	-3	0
3	77	-6	0	-4	-2
3	78	-2	-1	-2	-1
3	79	-1	0	0	-1
3	80	0	0	0	0
3	81	2	0	2	3
3	82	0	0	3	3
3	83	1	1	3	2
3	84	0	-1	0	-1
3	85	1	1	1	3
3	86	0	0	1	2
3	87	0	0	0	0
3	88	-1	1	0	2
3	89	1	0	1	1
3	90	2	1	1	1
3	91	2	1	0	1
3	92	-2	0	0	1
3	93	-1	0	-4	0
3	94	0	2	-2	0
3	95	-1	0	0	-2
3	96	0	0	-2	0
3	97	-1	1	0	2
3	98	3	1	2	2
3	99	1	1	3	2
3	100	0	2	1	2
3	101	0	2	2	2
3	102	1	2	1	3
3	103	0	1	0	1
3	104	-1	0	-1	1
3	105	0	1	-1	2
3	106	-1	1	3	2
3	107	0	1	1	1
3	108	0	0	1	2
3	109	0	1	1	2
3	110	0	2	4	4
3	111	0	1	4	1
3	112	2	2	4	3
3	113	0	1	1	2
3	114	2	2	5	4
3	115	2	1	5	5
3	116	2	2	3	4
3	117	0	0	0	1
3	118	-1	0	1	1
3	119	1	1	5	2
3	120	0	1	0	1
4	1	0	2	1	3
4	2	1	3	3	5
4	3	0	1	0	1
4	4	0	1	2	2
4	5	1	4	5	5
4	6	5	3	5	6
4	7	2	3	4	3
4	8	0	1	0	1
4	9	-1	2	2	2
4	10	0	1	1	4
4	11	2	0	5	3
4	12	2	3	4	5
4	13	2	2	1	3
4	14	3	3	8	5
4	15	6	3	7	7
4	16	5	3	7	8
4	17	5	3	7	5
4	18	2	3	5	4
4	19	3	3	5	4
4	20	2	3	4	4
4	21	2	3	2	5
4	22	1	2	0	1
