1	1	3	4	1	1	1	0	2	4	0	3	3	3	4	6
2	1	2	2	1	3	3	3	4	4	0	4	2	0	2	0
3	0	1	-2	0	1	-2	-2	0	0	-3	-1	-2	-4	-1	-4
4	1	4	2	3	3	4	4	0	2	2	2	1	1	1	0
5	0	3	8	2	4	5	3	3	5	4	5	8	4	4	7
6	5	2	3	1	0	2	0	0	1	0	0	0	-1	0	0
7	1	2	5	0	0	0	0	0	2	4	1	6	3	2	6
8	2	2	3	1	3	3	3	3	6	2	3	6	4	2	4
9	3	4	7	7	5	7	2	3	2	3	4	4	1	2	1
10	4	4	5	0	3	4	4	3	6	4	3	6	3	4	5
11	2	0	0	0	0	0	2	0	4	3	1	5	2	1	2
12	1	0	0	1	1	0	4	1	3	0	1	2	0	0	0
13	0	2	4	3	3	3	3	4	4	-1	1	-1	0	3	0
14	2	4	6	3	3	6	2	1	1	3	4	5	3	1	3
15	2	2	3	3	3	3	1	2	2	1	2	2	0	1	0
16	0	0	1	1	1	5	0	1	1	1	1	2	2	1	4
17	0	2	0	0	0	2	0	1	1	1	0	2	1	2	3
18	4	5	5	4	6	6	2	4	5	7	6	9	5	5	8
19	0	2	0	0	0	0	3	1	1	1	2	4	0	0	3
20	1	1	4	2	3	6	2	1	4	4	3	5	2	3	5
21	6	3	3	4	2	5	4	4	6	5	4	4	4	4	4
22	0	2	3	3	3	7	5	4	10	4	4	5	3	4	6
23	2	3	4	6	6	8	2	4	7	5	4	7	3	4	5
24	0	4	4	2	3	4	3	3	6	3	4	5	5	5	7
25	2	2	5	2	3	3	0	3	1	0	1	0	-1	2	0
26	6	5	5	6	4	4	2	4	3	2	4	1	1	2	1
27	4	2	3	3	0	2	4	2	3	0	0	0	1	1	0
28	-1	1	0	1	1	3	0	0	0	-2	0	-4	-2	0	-3
29	2	2	5	5	4	6	6	5	5	3	4	4	3	1	4
30	1	1	2	0	0	0	-3	0	0	0	0	1	1	2	1
31	3	3	5	1	1	0	0	2	1	0	0	2	3	2	3
32	3	1	3	0	2	2	2	2	2	0	1	0	0	2	1
33	0	0	1	0	2	3	0	0	0	-1	0	0	2	0	2
34	-1	0	1	1	1	2	-1	0	2	-4	0	-2	-3	-2	-3
35	2	2	0	0	0	0	0	1	0	3	1	3	5	2	7
36	1	2	4	1	2	4	1	3	3	2	3	4	2	1	3
37	2	2	0	2	2	0	1	2	1	1	0	-1	0	0	-2
38	2	3	4	6	4	5	1	2	5	1	2	3	1	2	6
39	2	2	3	4	5	6	5	4	6	6	4	7	1	2	3
40	5	3	4	3	2	2	5	2	6	3	2	4	2	2	4
41	6	4	7	3	4	5	1	0	1	1	3	2	3	2	4
42	2	1	4	3	3	4	4	3	5	4	3	7	3	3	8
43	4	4	4	2	2	0	0	2	-1	3	3	2	4	3	4
44	1	0	4	0	0	-1	-1	-1	1	0	0	1	-1	0	0
45	0	0	2	1	0	4	-1	0	1	2	1	1	0	0	0
46	4	4	6	5	5	4	3	2	3	2	2	1	3	4	6
47	2	3	2	0	3	3	3	3	4	2	4	5	4	4	7
48	2	2	4	2	3	5	1	4	5	3	4	5	7	3	7
49	0	0	-2	1	0	0	3	-1	0	1	0	2	3	2	3
50	1	2	4	0	1	0	-3	0	-1	-2	0	-3	-3	0	-5
51	1	1	0	1	2	0	0	1	4	2	0	3	3	3	3
52	-2	2	1	1	3	1	2	2	1	3	2	7	3	3	6
53	0	1	4	2	2	1	4	3	5	2	1	4	1	2	2
54	2	1	4	2	2	3	0	0	1	-1	0	-1	0	1	0
55	4	3	3	4	4	3	5	2	5	4	3	4	0	1	0
56	-3	0	-1	-2	0	0	-3	-1	-1	0	0	-2	-2	0	0
57	3	4	5	3	3	7	7	6	8	4	6	6	4	4	6
58	-1	1	0	0	2	2	1	1	1	2	2	4	0	1	0
59	0	2	2	0	3	2	1	1	3	0	2	0	0	0	-1
60	2	2	4	2	1	5	2	2	4	0	1	4	0	2	1
61	1	1	3	1	1	6	0	1	0	3	0	0	0	0	0
62	2	3	5	3	2	2	4	3	5	0	1	0	0	1	0
63	2	2	5	3	3	6	4	3	7	3	2	2	5	3	4
64	4	3	5	3	3	3	6	4	4	2	2	6	5	3	2
65	2	3	2	2	4	4	5	5	4	8	5	9	3	4	5
66	-1	1	-1	0	1	-1	1	2	2	-1	0	-5	0	2	3
67	2	2	3	1	2	3	3	2	3	3	4	6	0	2	1
68	1	2	0	3	3	3	3	2	4	4	2	7	4	3	7
69	0	0	0	-2	0	-1	-1	0	0	0	0	2	1	2	2
70	-1	0	1	-1	0	-1	0	0	0	-1	0	1	0	0	0
71	5	3	6	5	2	3	4	3	4	1	2	2	2	3	1
72	1	5	5	5	4	4	5	5	9	5	5	11	2	4	7
73	0	1	0	-3	0	0	-1	0	-1	0	0	-1	0	0	2
74	3	1	1	1	1	1	3	3	2	4	4	2	5	4	4
75	1	1	1	2	2	1	0	2	2	2	4	6	7	4	6
76	3	2	3	-1	1	-3	1	1	2	2	2	4	2	2	4
77	1	1	5	5	3	4	3	1	5	2	2	2	1	1	1
78	3	4	3	0	1	1	5	4	4	2	4	2	2	4	3
79	0	1	2	0	1	2	2	3	3	2	2	5	3	4	4
80	2	2	1	2	1	0	2	2	0	1	2	3	4	5	4
81	0	2	2	0	0	0	3	2	2	5	3	7	1	1	3
82	2	2	2	1	0	1	1	2	1	3	3	5	2	2	0
83	1	2	1	0	1	4	2	2	4	1	3	4	4	4	8
84	2	3	3	0	2	1	1	1	2	3	2	4	6	5	5
85	0	2	4	1	2	2	2	3	3	-1	2	4	0	2	3
86	1	3	1	-2	0	-1	-1	1	0	1	1	4	1	1	0
87	-1	1	0	-2	0	-3	-2	0	-5	-2	0	-2	-3	2	-1
88	3	1	1	1	0	1	-1	1	0	0	2	1	3	0	3
89	4	4	4	2	2	1	0	3	2	1	0	0	5	4	4
90	1	2	5	0	2	2	0	3	3	0	0	3	0	2	3
91	-3	0	-2	0	0	3	0	0	2	-1	0	-1	-2	0	0
92	1	2	1	0	2	0	0	2	0	0	1	-1	1	2	0
93	2	1	1	-1	1	-1	6	3	4	0	1	1	1	1	0
94	1	1	2	1	1	3	2	1	3	4	2	3	1	1	2
95	1	0	1	0	2	-2	3	1	5	1	3	0	2	0	1
96	3	2	2	0	2	4	4	4	6	4	4	6	5	3	8
97	-3	0	-1	-4	0	-1	-1	0	-3	-1	-2	-1	-3	0	0
98	1	1	6	1	0	2	0	0	2	-2	0	0	0	0	3
99	0	0	-2	2	2	1	0	1	-1	4	2	3	3	2	3
100	4	5	5	5	3	3	6	3	2	8	5	6	7	5	6
101	4	2	3	4	3	1	5	4	6	4	3	7	3	3	5
102	4	3	5	3	1	3	1	1	1	-1	0	0	1	3	2
103	0	2	3	1	2	2	1	3	2	2	3	4	1	3	4
104	1	3	3	2	2	2	3	3	6	0	2	3	-1	2	3
105	0	2	2	1	4	2	1	2	2	0	1	3	2	2	3
