1	2	3	5	4	3	2	2	3	3	3	2	3	5	3	3	4	3	8	4	6	2	3	4	4	4
2	6	3	7	6	7	0	2	1	1	1	4	3	8	4	5	5	3	5	4	4	6	2	5	4	5
3	8	4	5	7	9	6	5	5	5	6	4	4	7	6	7	4	5	6	5	5	4	3	6	4	5
4	5	3	6	3	6	4	4	5	3	5	2	3	6	4	3	7	3	5	5	8	7	4	7	8	8
5	3	3	3	4	3	2	0	2	1	0	4	3	7	4	9	3	3	5	3	8	2	2	3	3	4
6	8	7	9	7	10	5	5	7	6	8	5	4	3	4	5	8	4	7	6	7	6	5	6	5	5
7	5	3	7	6	5	4	4	5	5	7	3	2	6	4	5	7	4	9	4	6	4	3	5	5	5
8	0	2	4	2	1	2	3	2	3	5	2	1	2	3	2	2	2	2	1	2	3	1	5	2	4
9	5	1	4	6	5	4	3	8	1	6	5	3	3	4	3	2	1	2	3	2	4	3	7	4	4
10	0	1	3	3	2	6	4	7	6	6	4	2	8	6	7	2	3	5	3	3	1	3	2	2	3
11	5	5	6	5	5	4	4	7	6	5	4	4	8	4	5	5	3	5	4	7	3	4	8	4	6
12	4	3	4	4	7	3	2	2	2	4	2	1	2	2	1	1	3	5	3	4	8	3	9	5	7
13	3	3	5	3	7	6	3	7	6	6	2	3	1	5	4	5	3	4	3	6	6	4	6	6	5
14	4	1	9	5	5	4	3	3	4	6	2	2	5	3	5	3	2	3	4	4	2	3	5	1	4
15	5	1	3	3	3	0	2	2	1	1	2	3	2	4	4	3	2	4	3	2	6	3	9	5	6
16	5	5	9	8	7	5	5	9	6	6	6	4	10	6	7	5	3	7	5	5	4	6	7	4	8
17	6	4	9	6	8	5	2	5	5	7	4	4	5	5	6	3	3	6	3	5	2	1	2	1	3
18	4	0	4	2	1	0	0	-2	0	0	1	2	2	3	3	3	2	4	5	5	0	0	0	0	-1
19	5	4	6	5	6	2	4	6	4	4	3	3	2	3	5	2	3	5	3	5	2	2	4	3	4
20	4	3	2	2	2	0	1	2	1	2	5	3	5	5	6	5	4	8	5	7	1	2	2	2	1
21	3	1	3	3	3	2	2	3	2	4	2	2	4	3	4	1	0	3	1	1	2	2	4	3	3
22	1	2	3	3	5	4	4	6	4	6	3	3	4	3	5	4	4	6	3	4	3	2	4	2	3
23	4	3	8	4	5	1	2	0	1	2	1	2	1	1	0	7	4	7	6	9	1	0	3	1	3
24	0	2	5	1	4	3	3	6	4	5	2	2	0	3	3	4	3	5	2	5	2	3	6	5	5
25	4	2	3	3	3	3	2	3	4	5	3	2	4	2	4	7	3	8	5	8	1	2	3	2	2
26	0	0	1	1	2	4	0	2	1	2	2	0	3	2	3	3	1	6	0	3	0	0	2	0	1
27	3	3	4	4	5	7	5	7	6	6	4	3	5	4	6	2	3	4	3	5	4	3	6	5	3
28	2	3	4	5	5	6	4	6	4	4	5	3	4	4	6	3	3	6	6	6	4	1	6	1	3
29	1	2	4	2	3	2	2	2	4	4	3	3	1	4	2	0	0	0	1	2	0	0	0	0	1
30	8	7	11	8	8	7	5	7	5	6	4	3	7	5	3	2	4	5	4	6	2	2	3	4	5
31	9	4	9	7	11	7	3	7	5	8	4	3	5	5	6	6	4	7	4	8	4	2	5	4	4
32	0	3	1	4	4	3	2	3	2	4	2	2	3	4	5	6	4	5	5	8	3	3	5	4	5
33	6	5	7	5	5	5	4	9	5	7	7	5	9	6	9	4	3	5	3	6	2	4	5	4	5
34	8	6	9	7	8	5	4	3	2	5	5	3	3	3	6	3	3	4	2	4	4	3	3	2	3
35	6	3	5	4	5	5	3	5	5	5	5	5	6	4	7	5	3	6	5	7	4	4	7	4	3
36	5	4	5	5	4	5	4	4	3	6	3	3	5	5	4	6	4	7	6	5	3	4	4	4	4
37	7	6	12	6	10	4	4	4	6	6	6	2	6	5	6	3	4	4	2	6	4	3	6	4	4
38	2	2	1	0	3	4	3	4	3	4	3	3	6	4	5	5	3	4	5	8	2	3	5	4	4
39	2	2	4	2	4	4	3	2	3	2	6	5	7	6	6	0	2	2	1	5	2	3	4	3	3
40	4	2	7	6	7	3	4	5	3	5	1	1	0	2	3	2	4	2	4	4	4	3	5	4	5
41	1	3	2	3	2	1	2	1	3	2	3	2	3	3	2	3	2	4	3	4	3	3	3	6	7
42	3	3	5	2	7	4	4	7	4	6	2	3	8	5	4	3	1	5	3	5	1	1	1	2	3
43	1	1	5	2	2	1	2	5	2	0	3	2	1	2	4	4	1	6	3	6	4	3	7	5	6
44	8	7	11	9	11	6	6	8	7	8	4	4	4	6	6	5	5	8	6	7	7	6	11	8	8
45	7	4	8	7	8	6	5	8	7	8	5	5	10	6	7	3	2	5	3	4	8	5	6	6	8
46	2	3	2	2	2	3	2	5	3	5	2	1	5	3	2	3	2	4	3	3	1	1	4	2	4
47	1	2	0	1	3	3	4	6	4	6	2	3	4	4	5	3	1	3	1	3	5	2	5	2	5
48	4	2	3	3	5	4	3	5	3	4	6	2	7	4	7	2	1	4	1	4	3	2	6	3	5
49	6	5	7	7	9	6	4	9	7	8	7	5	8	6	8	3	4	5	5	7	8	5	10	7	9
50	4	3	3	4	6	5	4	6	6	7	2	2	1	1	3	6	3	7	4	3	5	4	7	6	6
