1	2	1	3	1	1	4	3	2	4	3	3	5	3	0	1
2	3	3	4	3	4	2	0	1	0	4	3	6	3	3	3
3	7	5	7	6	4	8	5	4	10	7	5	10	5	4	6
4	4	3	3	4	3	2	5	4	7	2	3	4	3	4	6
5	6	4	5	3	4	7	4	2	3	3	3	6	3	4	7
6	6	4	9	6	5	10	4	5	7	7	4	8	6	5	6
7	4	4	5	2	2	4	2	2	2	3	2	6	8	5	9
8	3	2	5	2	3	4	2	2	4	2	2	1	1	2	2
9	2	2	4	2	3	3	4	3	4	2	1	0	5	3	6
10	3	3	5	1	2	4	4	3	6	6	4	5	0	3	2
11	6	6	7	5	4	4	7	4	7	4	5	8	8	6	10
12	2	3	3	5	2	7	5	2	4	2	4	7	3	2	3
13	3	5	3	3	3	5	2	3	3	6	3	7	5	4	4
14	1	4	5	6	3	7	5	4	4	4	2	2	4	2	4
15	3	2	4	2	1	0	1	3	3	4	3	5	2	2	5
16	9	6	11	6	6	9	6	4	9	4	4	4	6	4	8
17	5	4	5	5	4	8	3	2	4	6	4	5	2	1	4
18	1	1	0	0	1	1	0	0	1	0	2	1	0	0	-2
19	0	3	0	5	3	6	4	3	8	3	5	5	4	5	10
20	2	2	3	2	3	1	0	1	1	6	4	6	7	5	8
21	5	1	4	0	1	2	3	1	3	0	1	1	3	1	2
22	4	2	3	2	1	1	1	1	2	3	1	3	2	3	4
23	2	1	4	0	1	0	4	4	6	2	1	4	4	1	6
24	-1	0	-2	1	1	0	0	2	3	0	1	0	5	2	8
25	0	1	0	4	3	5	4	2	6	1	3	5	2	2	0
26	3	3	2	1	1	2	0	1	1	0	0	1	4	2	8
27	3	3	4	2	3	2	4	3	7	5	5	8	2	2	1
28	0	1	0	3	4	7	5	4	8	4	4	4	3	3	5
29	0	1	2	2	3	2	3	2	3	1	3	5	0	0	2
30	9	5	9	4	4	7	5	4	7	6	5	6	7	5	9
31	1	2	0	4	4	5	5	4	6	2	3	2	4	3	6
32	1	1	7	6	4	5	4	3	4	3	4	5	4	2	4
33	6	5	12	7	5	9	8	7	10	4	5	6	1	3	3
34	4	4	6	4	5	7	4	4	6	6	3	5	5	5	7
35	4	4	5	2	3	7	5	6	7	5	4	5	4	4	5
36	1	3	3	3	3	5	3	3	3	5	1	5	6	3	4
37	6	4	7	6	5	8	5	3	5	3	3	3	3	4	4
38	3	2	3	2	2	4	2	3	4	5	2	4	0	1	2
39	2	1	4	4	4	7	5	4	6	3	1	3	1	2	0
40	6	4	9	4	2	3	3	3	3	3	3	5	1	1	2
41	1	1	2	0	1	0	1	1	1	4	2	2	-1	2	2
42	4	3	6	3	3	5	4	1	1	3	3	6	5	3	6
43	4	2	2	2	2	2	2	1	2	4	2	2	5	2	5
44	8	5	11	10	6	11	7	6	8	8	5	8	8	5	8
45	4	4	5	3	3	3	6	4	9	3	3	3	5	4	6
46	2	1	2	5	3	5	2	2	3	1	2	5	5	3	4
47	5	4	6	5	4	8	0	1	3	5	4	8	3	1	4
48	3	3	6	3	4	6	2	4	5	4	3	3	4	4	5
49	6	4	9	5	3	6	8	5	11	4	4	6	2	4	9
50	2	1	2	8	4	10	3	3	4	5	5	8	5	3	5
51	7	5	8	4	3	5	5	4	6	5	3	2	3	3	5
52	5	3	5	6	4	8	4	3	6	0	1	2	3	1	6
53	3	3	5	5	4	5	5	2	5	1	0	4	3	3	3
54	7	5	9	9	6	9	4	4	7	5	5	7	6	6	8
55	0	2	2	2	3	4	3	2	5	0	1	1	3	3	5
56	8	4	10	7	3	8	5	5	7	5	5	6	4	4	9
57	0	2	6	1	3	5	1	2	2	0	0	0	-1	0	1
58	5	3	6	7	3	9	4	1	2	2	3	4	3	3	7
59	3	2	6	1	3	3	4	4	7	5	3	4	4	3	3
60	6	4	6	4	3	6	2	3	5	4	3	7	5	4	5
61	4	4	6	5	3	4	6	5	7	5	5	8	3	4	8
62	3	3	6	4	2	6	6	4	9	3	4	7	4	2	2
63	0	1	0	0	1	3	3	2	4	4	3	5	3	3	6
64	4	2	4	1	3	4	3	1	6	1	1	0	1	1	2
65	0	1	0	2	2	5	0	3	2	3	1	5	1	2	3
66	3	2	6	5	4	5	1	2	3	3	3	2	2	2	2
67	6	4	9	2	2	3	6	3	6	8	4	8	6	3	5
68	3	4	5	2	2	4	2	3	1	4	2	4	4	4	4
69	3	4	7	9	6	13	5	4	4	5	4	5	6	3	7
70	7	4	6	6	5	8	8	6	10	10	5	9	7	6	8
71	4	3	5	4	1	5	5	4	6	1	2	1	5	3	7
72	0	0	1	-2	0	-1	0	0	1	0	0	2	2	1	4
73	5	7	6	5	5	8	3	4	5	4	3	7	4	4	4
74	7	3	7	-1	1	1	5	3	5	3	3	4	4	3	5
75	1	1	2	2	2	4	1	2	3	5	2	6	4	2	6
76	7	5	8	7	4	8	8	5	10	8	5	6	6	5	8
77	5	4	5	1	2	1	3	3	4	4	3	8	4	3	6
78	3	3	3	1	0	4	1	2	1	1	1	2	3	2	4
79	1	1	4	4	4	7	4	3	3	7	4	8	3	2	5
80	1	3	4	3	2	6	3	2	3	4	3	6	3	2	5
81	2	2	3	3	3	2	4	3	7	6	5	6	5	4	9
82	3	2	4	4	4	5	4	2	4	3	3	3	5	3	6
83	8	4	9	2	2	1	4	3	4	0	2	0	4	3	6
84	6	4	8	5	5	9	2	2	5	5	5	8	7	6	7
85	4	3	5	1	3	2	4	3	8	4	4	7	4	2	4
86	6	4	7	2	3	7	4	3	4	4	4	13	5	2	8
87	7	4	8	5	4	4	2	6	9	5	5	6	5	3	8
88	3	4	4	1	3	5	3	3	3	3	4	4	6	6	8
89	4	3	8	2	2	4	1	2	0	2	3	1	2	3	2
90	6	5	7	4	4	6	9	5	10	4	4	5	3	2	2
91	6	5	7	5	4	4	6	5	7	5	4	7	7	3	5
92	1	2	3	6	4	8	6	4	8	2	3	1	6	4	7
93	6	4	4	8	4	9	3	3	8	5	3	6	2	4	5
94	5	2	3	0	1	0	0	2	0	3	2	4	1	2	2
95	5	4	5	3	4	2	3	2	6	6	4	4	5	6	8
96	1	2	0	3	2	3	2	1	4	2	3	3	5	2	5
97	8	8	13	4	3	7	5	5	7	6	6	7	8	7	13
98	5	4	7	5	5	8	7	4	9	5	4	5	8	6	9
99	2	4	8	1	1	3	5	3	5	5	3	6	2	5	7
100	2	3	2	3	1	5	0	1	0	0	2	3	4	2	2
101	3	1	2	0	2	2	1	2	3	2	2	2	0	1	0
102	5	3	8	5	3	6	7	6	9	4	3	7	5	2	4
103	7	5	10	7	4	8	1	2	4	4	3	4	1	3	3
104	4	3	5	4	2	5	2	1	0	3	2	4	6	4	8
105	0	3	5	2	2	5	3	3	8	5	3	6	0	0	1
106	2	4	5	6	4	8	4	3	6	3	3	3	5	3	7
107	3	1	1	3	2	5	2	2	0	0	1	-1	5	3	5
108	0	0	-1	1	1	2	2	1	3	0	1	1	4	2	5
109	2	3	1	5	2	4	2	4	4	2	2	5	4	2	4
110	4	3	5	5	3	3	6	5	4	8	5	10	3	4	7
111	4	3	6	3	2	4	3	2	5	1	2	4	3	2	5
112	5	3	7	3	3	4	3	3	7	4	5	7	5	4	8
113	2	2	3	0	0	0	4	3	4	2	3	4	1	0	1
114	3	2	5	1	1	4	5	3	6	4	2	5	7	3	8
115	5	4	8	2	3	5	3	3	1	4	4	5	7	5	6
116	5	1	3	4	3	6	2	3	7	4	4	8	5	2	5
117	5	4	8	3	4	7	6	3	6	3	3	4	5	2	5
118	0	3	3	1	0	5	5	4	3	4	3	4	0	1	2
119	4	3	7	0	1	0	3	2	3	3	3	4	2	2	1
120	4	2	2	3	1	4	4	3	5	3	2	4	2	2	3
121	5	3	6	6	3	9	3	1	4	1	1	2	5	2	4
122	3	2	1	1	0	0	0	3	4	2	0	2	2	2	3
123	2	3	2	6	3	5	4	4	7	0	1	2	4	2	7
124	3	4	3	4	2	4	4	2	5	6	3	6	0	1	0
125	5	3	8	4	3	6	8	5	11	6	5	5	6	4	6
126	7	5	9	3	2	5	0	1	3	3	1	5	0	1	2
127	6	4	4	5	3	6	2	3	7	3	1	2	2	2	1
128	2	0	4	3	4	4	6	4	6	5	5	9	4	3	3
129	1	3	5	3	1	3	1	2	5	3	2	4	4	3	4
130	0	1	4	3	4	5	5	4	8	3	2	4	4	2	8
131	6	3	6	5	3	4	7	4	11	6	5	6	7	6	12
132	4	4	7	3	2	4	5	4	6	2	4	3	4	4	4
133	3	5	5	2	3	3	4	1	5	4	3	4	4	3	3
134	1	0	0	4	3	5	5	2	4	0	1	2	4	4	6
135	0	0	2	3	1	3	0	0	0	2	1	2	2	1	0
136	7	5	7	4	5	5	4	3	5	3	3	3	4	3	7
137	1	2	2	0	1	1	0	0	1	0	1	1	4	3	4
138	6	4	9	3	2	5	3	4	5	7	6	7	1	2	2
139	6	6	8	9	6	11	10	6	13	6	5	9	5	5	5
140	4	2	2	2	1	0	4	3	3	0	1	0	3	2	3
141	4	5	6	3	3	5	7	4	5	3	3	3	5	3	9
142	5	3	6	2	2	3	4	3	7	2	2	3	4	2	6
143	2	1	3	2	2	4	1	1	4	1	0	2	0	1	2
144	2	1	2	-2	0	0	0	0	0	0	1	1	-1	1	1
145	2	2	4	0	0	-1	0	-1	0	0	1	2	2	1	1
146	4	3	5	0	1	2	4	4	4	3	2	2	3	2	4
147	0	2	1	4	3	4	1	1	0	-2	0	0	1	2	1
148	3	3	2	5	4	2	3	3	6	5	5	6	5	4	9
149	6	6	7	8	6	10	8	7	11	4	6	7	6	6	8
150	2	2	6	2	1	3	3	2	3	4	3	5	3	1	2
151	5	4	8	7	4	5	6	3	5	5	5	8	6	4	7
152	4	3	7	4	2	5	4	5	9	6	4	6	3	5	6
153	3	3	9	6	4	7	2	3	4	3	3	4	3	3	5
154	2	3	5	2	1	4	5	2	6	2	2	1	3	1	4
155	5	3	3	4	3	4	4	4	8	2	3	6	4	2	3
156	2	4	6	4	3	4	4	4	6	3	2	5	4	4	4
157	3	4	6	3	4	6	3	3	4	2	2	2	0	3	3
158	2	1	3	3	2	3	0	2	2	0	1	1	3	2	4
159	4	5	8	7	5	8	7	5	6	6	6	9	4	3	6
160	2	1	4	3	3	5	2	2	2	2	4	5	4	3	7
161	5	4	5	5	3	6	4	3	7	5	3	7	5	6	7
162	4	1	5	0	1	1	2	3	4	1	1	2	2	2	6
163	4	2	7	0	1	3	3	2	4	0	0	1	2	2	2
164	8	6	10	7	5	10	4	6	8	9	8	14	8	6	10
165	3	2	3	0	2	0	6	3	7	8	5	10	3	2	5
166	5	3	7	7	4	7	4	1	4	4	3	3	1	2	3
167	4	3	5	6	4	5	3	3	6	4	4	7	6	5	6
168	0	2	2	5	2	4	0	1	0	3	1	5	1	2	4
169	5	4	5	5	5	9	3	3	7	4	3	4	2	2	2
170	3	2	3	4	2	2	7	3	6	5	2	4	4	3	6
171	2	3	4	2	3	2	3	1	3	6	4	5	5	3	6
172	7	4	8	5	3	6	2	2	0	3	3	6	5	3	5
173	6	4	9	3	4	5	5	4	6	3	3	6	3	1	0
174	5	6	12	8	6	11	7	6	11	8	6	8	7	5	8
175	3	2	4	0	1	2	6	2	7	1	0	0	2	0	0
176	4	1	3	0	2	3	1	2	0	0	1	3	2	2	3
177	4	4	4	3	2	4	4	2	6	3	1	5	5	4	3
178	1	2	1	5	3	7	2	4	5	5	4	8	2	2	2
179	4	4	5	1	4	3	5	5	8	7	5	6	6	3	7
180	1	1	3	4	3	4	3	3	8	4	3	4	2	1	2
181	0	0	0	1	1	2	4	1	3	2	2	0	2	2	3
182	8	3	7	6	5	7	8	5	12	4	3	4	5	3	7
183	2	3	2	5	4	3	3	1	3	3	4	6	3	4	7
184	4	1	5	2	3	1	0	2	4	3	3	4	4	4	4
185	2	3	4	4	3	5	5	2	4	4	3	6	3	3	4
186	7	5	5	4	4	7	5	3	8	4	3	4	2	3	2
187	7	5	9	3	3	6	6	4	6	6	4	8	0	2	0
188	4	3	5	2	1	2	4	3	4	1	2	3	4	3	3
189	4	4	5	8	6	9	4	3	5	7	3	5	5	4	5
190	1	2	2	2	1	1	2	0	2	4	2	6	3	2	4
191	7	5	9	4	4	5	6	4	4	5	4	7	3	2	4
192	5	3	4	4	4	3	6	4	5	5	4	7	5	3	4
193	5	3	3	4	5	6	5	3	8	6	5	6	4	4	8
194	1	2	4	1	2	1	5	2	5	5	1	4	0	2	1
195	1	1	1	-1	1	0	0	1	-1	1	1	0	0	1	-1
196	7	4	6	6	5	11	6	5	4	6	5	4	6	4	7
197	5	4	7	5	4	8	6	4	9	6	5	7	2	4	4
198	3	3	2	0	1	5	0	1	3	6	4	8	4	2	5
199	2	3	4	2	3	2	0	1	1	5	4	8	1	1	2
200	1	1	2	4	2	3	4	2	5	3	2	5	3	1	3
201	6	5	9	7	5	7	6	6	6	6	7	8	6	6	14
202	11	7	10	6	6	9	4	3	4	6	6	11	8	6	9
203	5	3	3	2	2	2	2	2	7	4	5	7	3	2	4
204	6	4	6	3	4	3	4	4	6	4	5	4	3	3	6
205	5	2	4	1	2	4	3	2	4	0	4	5	2	2	6
206	5	3	4	6	4	6	0	2	1	1	1	5	4	3	5
207	4	3	7	3	1	3	1	1	3	0	1	3	3	3	3
208	3	2	7	3	3	2	3	3	5	3	2	3	5	3	4
209	9	6	11	6	4	8	6	5	8	9	6	12	6	5	9
210	5	3	7	4	3	3	3	3	6	1	2	1	3	3	5
211	3	3	3	0	3	3	2	2	6	6	4	8	4	4	5
212	1	3	2	4	3	6	1	2	2	3	3	4	5	4	6
213	6	4	7	5	5	8	6	4	8	6	5	8	5	4	4
214	0	1	0	4	3	6	2	2	2	3	2	2	2	3	5
215	4	2	6	0	2	1	1	1	2	2	0	0	1	0	0
216	8	6	10	5	4	9	6	5	6	6	4	7	6	4	6
217	2	3	3	4	3	4	3	2	2	5	3	5	0	3	4
218	2	3	3	0	2	3	5	2	2	4	3	5	5	3	7
219	0	0	-2	2	1	2	2	1	1	0	0	1	3	1	3
220	2	1	1	0	1	1	4	2	7	-1	-1	-2	2	3	4
221	3	1	3	5	3	6	1	1	4	2	2	3	0	1	2
222	4	4	6	8	4	9	6	4	7	6	5	8	4	5	7
223	6	5	10	6	5	9	6	3	8	3	4	6	5	4	6
224	1	2	2	4	3	6	6	5	6	5	4	6	4	4	7
225	2	3	2	8	5	11	5	3	6	5	3	7	1	3	3
226	3	2	4	4	3	8	5	3	7	3	3	7	7	4	7
227	0	1	0	2	2	3	1	0	2	6	2	4	2	2	3
228	3	2	3	5	3	4	4	2	4	1	2	1	4	2	5
229	3	3	3	4	4	4	6	6	7	7	5	7	6	4	9
230	1	1	3	0	1	-1	0	0	0	3	2	5	3	2	5
231	2	3	6	6	5	7	7	6	10	7	7	11	5	4	8
232	0	2	0	3	2	2	4	4	6	4	4	6	1	1	-1
