ccon_pred_y1 ccon_pred_y2 ccon_pred_y3 ccon_pred_y4 ucon_upred_y1 ucon_upred_y2 ucon_upred_y3 ucon_upred_y4 tcon_con_y1 tcon_con_y2 tcon_con_y3 tcon_con_y4 spe_y1 spe_y2 spe_y3 spe_y4 rel_y1 rel_y2 rel_y3 rel_y4
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA 0.0139857342357161 0.0367078747072612 0.0130405670471863 0.0250493770218654 0.013225804779926 0.0213847260004067 0.0122019583147224 0.0184766481363652 0.00785775238948865 0.0164844748595583 0.00776202689455666 0.0097064678323148
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 0.0385291486000545 0.0538844355382384 0.0300980169258362 0.042006619098023 0.0205359278775465 0.0346857673894169 0.0156973526110874 0.0196381075743064 0.0330085280957673 0.036405003868568 0.0276543637549569 0.0353835582146448 0.0244365557390581 0.0211633802019832 0.0213806434370311 0.0245197649374501 0.0100340558160249 0.0159751844432301 0.00833362264794629 0.0120457213628665
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 0.035189903954421 0.0374770451942794 0.0301099311881724 0.0368352990231163 0.00862294883622848 0.00617927126443893 0.00872398153868603 0.00798099218796961 0.0290964888482832 0.0323059099877198 0.0250298093875413 0.0308425737105013 0.0198922635839316 0.0166529116866876 0.0179957575101685 0.019535021990661 0.0104032647119227 0.0162740665699543 0.00882487017021789 0.0123261023505387
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA 0.0268314787776391 0.0366212485043706 0.0267479287806716 0.0308537229445568 0.0215682978391048 0.0195329051772804 0.0198573463783896 0.0223428760973498 0.00869338836701388 0.0182441277718111 0.00989960151432985 0.0109818111156232
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 0.0424686647892846 0.0504498146393806 0.0338385342761126 0.0438726632712458 0.0197012425750616 0.0290482310442208 0.0140036239295538 0.0218194000976035 0.0353632324738989 0.0367601989083888 0.0305329627673285 0.0358971528510258 0.0262564247276085 0.0210015059356456 0.0233449479603052 0.0251270370785025 0.0102552389570939 0.0165340357773879 0.00890629430972744 0.0118334137260567
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 0.0371813363877657 0.0376536339747963 0.0325574569539853 0.0372913470126667 0.00915405790038039 0.00661659789429932 0.00931443480636537 0.00858886525398129 0.0301410169931946 0.0321067261937027 0.0264439169141879 0.0306287979005813 0.0204598744099357 0.0161437393035803 0.0188068875690532 0.0194602906603561 0.010643337124913 0.01661886096973 0.00910560884380531 0.0121087033308851
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA 0.0266092877956781 0.0368639547026928 0.013558877197565 0.0192287305771658 0.0205759223594318 0.021781596861981 0.0124383887782948 0.016090059700609 0.00842388979085028 0.0163722447996383 0.00615006112470926 0.00706594650423902
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 0.037761863316225 0.059290571775618 0.0369626495121682 0.0427917427231877 0.0158458358585727 0.0421938419946743 0.0187780981857096 0.0194625599148943 0.0335942688654238 0.0365981954795953 0.0314374532794746 0.0363019804249645 0.0249398287068804 0.021570602788343 0.0242481056691401 0.0253027850371014 0.0100399280734073 0.0157803096285661 0.00872881636251127 0.0120028866071558
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 0.0351357513240097 0.0377842625659899 0.0335752612202262 0.0376860961378812 0.00829131591633657 0.0061358871601552 0.0086072862946588 0.00775121614052523 0.0293071607033714 0.0326786357242816 0.0278510842731887 0.0316730334734824 0.0201564794742414 0.0172534467778176 0.0202176657783352 0.0203243246422947 0.0103362777183182 0.016075478754962 0.00899715562915502 0.0122289942141166
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA 0.0335276253448803 0.0357697232440249 0.0271494336390341 0.0302254806985591 0.0219830519596602 0.0206732920001801 0.021263035366684 0.0192543877316546 0.0134208815465772 0.0158784056921351 0.00925106169266524 0.0143194032530431
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 0.0391973726642519 0.0378668930106344 0.0341792725415072 0.0449660056075145 0.0114044232236872 0.00881656024485517 0.0101274100303567 0.0254318825722163 0.0356206411542987 0.0359679740842394 0.0318839350020019 0.0367232277968906 0.0262694881054791 0.0206869365480468 0.0237897897726253 0.0251989038482398 0.0105315120070855 0.0159189769021662 0.00969861522172483 0.0124727390228527
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 0.0371782872587724 0.0365321927421496 0.0342625997256804 0.0380163522952313 0.00847434676437935 0.00586338501189018 0.00856442748868437 0.00784284820008834 0.0307741737536708 0.0315310001904157 0.0284325664073139 0.031784054177637 0.0209580291480438 0.016154385607048 0.0196703640024166 0.0200900983297687 0.0108007274617823 0.0159195139120001 0.0101676989868044 0.012519845666232
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA 0.0324883591229137 0.0352832434796395 0.0155064897440342 0.0315462186059722 0.021979698394691 0.0204870175529887 0.014270073660544 0.0205347037398009 0.0123206164949386 0.0154997620050929 0.00696016711181865 0.0130510481262751
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 0.0377527727653011 0.0385244891712662 0.0318791108026195 0.0441370137770098 0.00923206197191123 0.0125039834687223 0.0170647464478598 0.0205470291746156 0.0351197753401536 0.0348157234311336 0.0301034036939757 0.0366389630709409 0.0259215199156634 0.0196568185340089 0.0234514082731014 0.0248484716650053 0.0104250114056313 0.0157118082707584 0.00839564359708946 0.012728013459457
tso_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r5 0.0364288849443212 0.0349708424054933 0.0324761619567107 0.0380839200469898 0.0089224255987686 0.00577303969363394 0.00924105769154401 0.00811245504225258 0.0297466463333779 0.0299507991762864 0.026478464003166 0.0315869049537073 0.0202249088441931 0.014895603636095 0.0191068768861717 0.019448727736496 0.010578918460035 0.015526223873708 0.00888994104096786 0.0129439996323862
msst_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 NA NA NA NA NA NA NA NA 0.0211430771685378 0.036661021143109 0.0191608876822011 0.030763719345618 0.0169049261127991 0.0214434527959848 0.0164000416793297 0.0209353696111229 0.00837072978722472 0.0162499533409921 0.00709787388518326 0.0118210165607891
cuts_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
