ccon_pred_y1 ccon_pred_y2 ccon_pred_y3 ccon_pred_y4 ucon_upred_y1 ucon_upred_y2 ucon_upred_y3 ucon_upred_y4 tcon_con_y1 tcon_con_y2 tcon_con_y3 tcon_con_y4 spe_y1 spe_y2 spe_y3 spe_y4 rel_y1 rel_y2 rel_y3 rel_y4
msst_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r1 NA NA NA NA NA NA NA NA 0.134354066985646 0.43550112089391 0.0727501429252478 0.175711859726231 0.676363636363636 0.285890953590935 0.675660330127505 0.526921588028654 0.810717703349282 0.721392074484845 0.748410473052753 0.702633447754885
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA 0.135301383143117 0.444128150496957 0.0742523036257706 0.17592945862422 0.67651921724178 0.282321252385206 0.672872649543952 0.52701189950593 0.81226340510995 0.727203863707461 0.747446178049829 0.703464554667335
msst_long_bayes_r1 NA NA NA NA NA NA NA NA 0.193965698762017 0.421374023360637 0.0870415021426468 0.26811680501648 0.610581996006142 0.287184008099642 0.689953297514949 0.463030147633455 0.804951553648728 0.708704322752782 0.777582452860722 0.731917193693824
cuts_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_bayes_r1 0.326650090610338 0.250159182777838 0.197192557374939 0.308481402411853 0.00223041163857162 0.214938323969951 0.068523206585826 0.0712328904856365 0.329725057784066 0.467416712952759 0.267299811333334 0.380611788077466 0.482892949389091 0.302060718927193 0.546545367508995 0.418816885860491 0.813002530529964 0.769354463135825 0.814034593401421 0.799846391505292
cuts_long_bayes_r1 0.327249285824861 0.249880950376441 0.197279167960334 0.308975576669641 0.00234325728437731 0.214770295785585 0.068720774085677 0.0715590597215618 0.330455094417207 0.467034602666374 0.266747330528471 0.381429426056359 0.482455313638081 0.302137951812855 0.546723642288647 0.418269764454939 0.813145299155955 0.769288524981453 0.813856619050553 0.799753913659819
tso_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r1 0.335173025021807 0.474020684130752 0.267748417449709 0.385838005307191 0.117012822919811 0.0730260477751709 0.133109085474752 0.10157728989333 0.452684125173265 0.547401663559694 0.401299989257919 0.487888255400721 0.365507612738479 0.227686363619334 0.415489590287316 0.316749586087824 0.818246173179605 0.775328118739043 0.817121285180503 0.804749654073501
