ccon_pred_y1 ccon_pred_y2 ccon_pred_y3 ccon_pred_y4 ucon_upred_y1 ucon_upred_y2 ucon_upred_y3 ucon_upred_y4 tcon_con_y1 tcon_con_y2 tcon_con_y3 tcon_con_y4 spe_y1 spe_y2 spe_y3 spe_y4 rel_y1 rel_y2 rel_y3 rel_y4
msst_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r1 NA NA NA NA NA NA NA NA 0.105905905905906 0.503763069119202 0.112114355210088 0.117611719235231 0.71011011011011 0.281927466690058 0.606795681656161 0.564190419743768 0.816016016016016 0.78569053580926 0.718910036866249 0.681802138978999
msst_wide_bayes_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r1 NA NA NA NA NA NA NA NA 0.133541325981964 0.52001053203302 0.123385643910026 0.162169303184746 0.678174113893278 0.266713142643364 0.611979925619724 0.534755771807627 0.812178010684881 0.787052654075489 0.736022754951841 0.697569684907045
cuts_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_bayes_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_bayes_r1 0.268970463425579 0.301858313317861 0.156596927459442 0.302400810409695 0.00275137409454545 0.223918988614235 0.0670569587311822 0.0904270964981782 0.272676016558642 0.528022106514888 0.224658443916931 0.394522843309637 0.528877304578634 0.273842379052024 0.585316791374659 0.419978728533168 0.80206657345333 0.802189743848563 0.810694455408389 0.814670104555706
tso_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_long_bayes_r1 0.274445219424513 0.537154942256209 0.223106644986956 0.399366776633558 0.13334017875559 0.0676419151655443 0.148458857384306 0.10470692822751 0.408137167603145 0.60475827036599 0.372064522385919 0.504132506380109 0.398407248098939 0.201980367642666 0.44364904678173 0.312945885793432 0.806995170200557 0.806771334531007 0.816053659095418 0.817332116552757
msst_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
